,wavelen,flux,flux_unc,mask
1930,4605.502739264733,1.2456187908523436e-15,4.4362e-19,True
1931,4606.5974247645,1.2417444655511782e-15,4.47395e-19,True
1932,4607.692370460925,1.2346442695054232e-15,4.439289999999998e-19,True
1933,4608.78757641583,1.2426001121144585e-15,4.324089999999999e-19,True
1934,4609.883042691084,1.2571608751385931e-15,4.351640000000001e-19,True
1935,4610.978769348552,1.2481829841114783e-15,4.350050000000001e-19,True
1936,4612.074756450144,1.2316169769994005e-15,4.38012e-19,True
1937,4613.171004057748,1.2406036334204364e-15,4.550460000000002e-19,True
1938,4614.267512233308,1.2570628816438956e-15,4.678610000000001e-19,True
1939,4615.364281038734,1.2269215244600099e-15,4.8048700000000015e-19,True
1940,4616.461310535983,1.1717630394257157e-15,4.892500000000001e-19,True
1941,4617.558600787021,1.1765464796128967e-15,4.902170000000002e-19,True
1942,4618.656151853816,1.1851614406252644e-15,4.97993e-19,True
1943,4619.753963798379,1.1991176003210708e-15,4.858879999999999e-19,True
1944,4620.852036682712,1.2240232349549658e-15,4.70056e-19,True
1945,4621.950370568834,1.1857520592442859e-15,4.70633e-19,True
1946,4623.0489655187785,1.118341486399247e-15,4.583970000000001e-19,True
1947,4624.14782159462,1.1314100596983228e-15,4.53366e-19,True
1948,4625.246938858401,1.1539165346672928e-15,4.500040000000002e-19,True
1949,4626.346317372214,1.1416438017335856e-15,4.46449e-19,True
1950,4627.445957198145,1.1208926182811278e-15,4.51189e-19,True
1951,4628.545858398324,1.1406031730525957e-15,4.42667e-19,True
1952,4629.646021034867,1.172909484968889e-15,4.401210000000001e-19,True
1953,4630.746445169908,1.1936409606724186e-15,4.38119e-19,True
1954,4631.847130865627,1.2265916038377006e-15,4.35792e-19,True
1955,4632.94807818417,1.2281046225613636e-15,4.479569999999999e-19,True
1956,4634.049287187731,1.230383429205957e-15,4.502119999999999e-19,True
1957,4635.15075793851,1.2459358072427119e-15,4.59842e-19,True
1958,4636.252490498713,1.2689671073447375e-15,4.72172e-19,True
1959,4637.354484930587,1.2694340091658956e-15,4.938360000000002e-19,True
1960,4638.456741296368,1.270056273118289e-15,4.908259999999999e-19,True
1961,4639.559259658315,1.2711790237068342e-15,4.8808e-19,True
1962,4640.6620400787015,1.2726723868962727e-15,4.75862e-19,True
1963,4641.765082619817,1.2736358230747845e-15,4.677480000000001e-19,True
1964,4642.868387343966,1.2748582089223147e-15,4.610229999999999e-19,True
1965,4643.971954313465,1.2971902523367476e-15,4.6668e-19,True
1966,4645.075783590642,1.3248239185235222e-15,4.52757e-19,True
1967,4646.179875237859,1.3098341089024453e-15,4.6034e-19,True
1968,4647.284229317463,1.2922133769245243e-15,4.5352600000000005e-19,True
1969,4648.388845891849,1.2752854055087667e-15,4.55975e-19,True
1970,4649.493725023401,1.256492128097732e-15,4.48373e-19,True
1971,4650.598866774526,1.2649228644773733e-15,4.38655e-19,True
1972,4651.704271207646,1.2737314301607975e-15,4.39688e-19,True
1973,4652.8099383852,1.283270935935848e-15,4.369169999999999e-19,True
1974,4653.915868369638,1.2926434085625282e-15,4.3363600000000014e-19,True
1975,4655.022061223427,1.3036676299141173e-15,4.45646e-19,True
1976,4656.128517009049,1.3138134943480856e-15,4.35142e-19,True
1977,4657.235235789,1.2632135901091413e-15,4.397040000000001e-19,True
1978,4658.342217625793,1.2198593073792473e-15,4.321389999999999e-19,True
1979,4659.4494625819525,1.2492431733432515e-15,4.2850600000000017e-19,True
1980,4660.556970720012,1.2726535446713217e-15,4.298969999999999e-19,True
1981,4661.664742102551,1.272644784175516e-15,4.399270000000001e-19,True
1982,4662.772776792117,1.2726716613100218e-15,4.494819999999999e-19,True
1983,4663.881074851295,1.3029554220597444e-15,4.60557e-19,True
1984,4664.989636342702,1.3235061799283308e-15,4.67987e-19,True
1985,4666.098461328937,1.3197926133715314e-15,4.64838e-19,True
1986,4667.207549872656,1.3175367809911618e-15,4.65723e-19,True
1987,4668.316902036478,1.340327385321032e-15,4.66026e-19,True
1988,4669.426517883071,1.3532828104315596e-15,4.51591e-19,True
1989,4670.536397475104,1.3323183221045111e-15,4.41776e-19,True
1990,4671.64654087528,1.3216410087518474e-15,4.42886e-19,True
1991,4672.756948146299,1.3372982171363655e-15,4.446370000000001e-19,True
1992,4673.867619350878,1.3445786692244534e-15,4.83027e-19,True
1993,4674.978554551745,1.3593345014866436e-15,5.499020000000001e-19,True
1994,4676.089753811665,1.3654719143627254e-15,6.257650000000001e-19,True
1995,4677.201217193395,1.3671894720146487e-15,6.617759999999999e-19,True
1996,4678.312944759722,1.367899806334994e-15,6.79424e-19,True
1997,4679.424936573415,1.3379599228021905e-15,6.665499999999999e-19,True
1998,4680.537192697318,1.3285867480788545e-15,6.36032e-19,True
1999,4681.649713194219,1.3406796450447452e-15,5.83161e-19,True
2000,4682.762498126985,1.34405806438736e-15,5.3809e-19,True
2001,4683.875547558459,1.314672406058739e-15,4.93569e-19,True
2002,4684.988861551504,1.308075716435095e-15,4.828409999999999e-19,True
2003,4686.102440169019,1.3388682867868344e-15,4.70502e-19,True
2004,4687.216283473904,1.344712381403017e-15,4.600640000000001e-19,True
2005,4688.330391529045,1.2803694514292746e-15,4.4904e-19,True
2006,4689.4447643974,1.2710603349438492e-15,4.322540000000001e-19,True
2007,4690.5594021419,1.2986172903767391e-15,4.350559999999999e-19,True
2008,4691.674304825498,1.3017133249998172e-15,4.252960000000001e-19,True
2009,4692.789472511184,1.2403678852739164e-15,4.2964899999999997e-19,True
2010,4693.904905261945,1.2361186643348762e-15,4.2318200000000006e-19,True
2011,4695.0206031407615,1.1912504297959267e-15,4.33556e-19,True
2012,4696.136566210676,1.1897606600370196e-15,4.363259999999999e-19,True
2013,4697.252794534713,1.2514346519824213e-15,4.386780000000001e-19,True
2014,4698.369288175922,1.2511236049339568e-15,4.3410200000000005e-19,True
2015,4699.486047197365,1.2345431199123173e-15,4.36048e-19,True
2016,4700.603071662114,1.2392553685987852e-15,4.3046900000000005e-19,True
2017,4701.720361633287,1.3040375442772114e-15,4.26542e-19,True
2018,4702.837917173959,1.301354114652321e-15,4.3327100000000004e-19,True
2019,4703.955738347286,1.2766432600308504e-15,4.470289999999999e-19,True
2020,4705.073825216382,1.2763176671389747e-15,4.528210000000001e-19,True
2021,4706.1921778444,1.2736372170998056e-15,4.594520000000001e-19,True
2022,4707.310796294525,1.2690579652050911e-15,4.542769999999999e-19,True
2023,4708.4296806299335,1.2469922403025597e-15,4.5023e-19,True
2024,4709.548830913823,1.255664045766549e-15,4.4371e-19,True
2025,4710.668247209406,1.2874415906765736e-15,4.32983e-19,True
2026,4711.787929579913,1.2939072575202243e-15,4.2519099999999992e-19,True
2027,4712.907878088587,1.3129325920444083e-15,4.15094e-19,True
2028,4714.028092798685,1.3250987600258297e-15,4.24396e-19,True
2029,4715.148573773474,1.354596999140843e-15,4.16892e-19,True
2030,4716.269321076267,1.3259309318161436e-15,4.204829999999998e-19,True
2031,4717.390334770334,1.2679231144282095e-15,4.2079899999999997e-19,True
2032,4718.511614919021,1.2512189207906312e-15,4.1173400000000005e-19,True
2033,4719.633161585651,1.2229827620723813e-15,4.168230000000001e-19,True
2034,4720.754974833564,1.2696726166516867e-15,4.2041600000000003e-19,True
2035,4721.877054726143,1.3356160662079345e-15,4.199019999999999e-19,True
2036,4722.999401326766,1.3324020004333717e-15,4.2396400000000007e-19,True
2037,4724.12201469881,1.3285643906404776e-15,4.25916e-19,True
2038,4725.2448949056925,1.3230314494844094e-15,4.19989e-19,True
2039,4726.368042010829,1.3175225676040682e-15,4.2329500000000007e-19,True
2040,4727.491456077668,1.3324504653249524e-15,4.2631700000000003e-19,True
2041,4728.615137169672,1.3448905411992155e-15,4.2454499999999997e-19,True
2042,4729.739085350309,1.330825746122135e-15,4.3228e-19,True
2043,4730.86330068305,1.321137163476729e-15,4.3734699999999995e-19,True
2044,4731.987783231399,1.3453217460313747e-15,4.3319100000000005e-19,True
2045,4733.112533058873,1.3591286522215608e-15,4.366090000000002e-19,True
2046,4734.237550229002,1.3282097755494355e-15,4.37446e-19,True
2047,4735.362834805322,1.3140157160183952e-15,4.494170000000001e-19,True
2048,4736.4883868514,1.3185039522894303e-15,4.612959999999999e-19,True
2049,4737.614206430831,1.3202133174461391e-15,4.763409999999999e-19,True
2050,4738.740293607168,1.3293340884413496e-15,4.94676e-19,True
2051,4739.866648444044,1.3319670479335175e-15,5.01491e-19,True
2052,4740.99327100507,1.3789763284461139e-15,4.91875e-19,True
2053,4742.1201613538815,1.3886303119326045e-15,4.64083e-19,True
2054,4743.247319554139,1.3837777561681531e-15,4.40664e-19,True
2055,4744.374745669481,1.3832207325649874e-15,4.218750000000001e-19,True
2056,4745.502439763615,1.3301338008328735e-15,4.0954799999999994e-19,True
2057,4746.630401900229,1.3264038633619373e-15,4.0628200000000013e-19,True
2058,4747.7586321430335,1.3297369579930084e-15,4.1072100000000006e-19,True
2059,4748.887130555746,1.3299141158486597e-15,4.059730000000001e-19,True
2060,4750.015897202134,1.3306166769419832e-15,3.999979999999998e-19,True
2061,4751.144932145929,1.3270302503355252e-15,4.0979700000000005e-19,True
2062,4752.27423545091,1.290605409874786e-15,4.1028799999999993e-19,True
2063,4753.403807180857,1.303242097416187e-15,4.0966300000000003e-19,True
2064,4754.533647399589,1.3764212526768935e-15,4.113320000000001e-19,True
2065,4755.663756170906,1.3516241836135057e-15,4.0762099999999996e-19,True
2066,4756.794133558657,1.2534008551443673e-15,4.0393500000000013e-19,True
2067,4757.92477962669,1.2612690772267891e-15,4.124360000000001e-19,True
2068,4759.055694438843,1.2836755752426386e-15,4.1374299999999987e-19,True
2069,4760.1868780590175,1.2912755987452753e-15,4.1120700000000007e-19,True
2070,4761.318330551109,1.307644924550487e-15,4.1385e-19,True
2071,4762.450051978999,1.3178053312402273e-15,4.0659800000000003e-19,True
2072,4763.582042406629,1.3347676771927292e-15,4.08015e-19,True
2073,4764.714301897954,1.3151166667044176e-15,3.9797799999999997e-19,True
2074,4765.846830516903,1.2892998096374436e-15,3.931780000000001e-19,True
2075,4766.979628327444,1.314686601414137e-15,3.9528900000000005e-19,True
2076,4768.112695393587,1.340878438373176e-15,3.9466900000000007e-19,True
2077,4769.246031779308,1.3201167503554168e-15,3.9318599999999995e-19,True
2078,4770.379637548621,1.3033313790084302e-15,3.92779e-19,True
2079,4771.513512765571,1.3061239696682338e-15,3.910489999999999e-19,True
2080,4772.647657494189,1.3079123738559964e-15,3.95381e-19,True
2081,4773.782071798551,1.3357682990313781e-15,3.9234299999999993e-19,True
2082,4774.916755742724,1.3491362557182097e-15,3.984419999999999e-19,True
2083,4776.051709390798,1.3434998880284663e-15,4.0455400000000007e-19,True
2084,4777.186932806891,1.3415752247085128e-15,3.9442300000000004e-19,True
2085,4778.322426055104,1.406698469016988e-15,3.9412599999999996e-19,True
2086,4779.458189199575,1.4227003703438587e-15,4.0118900000000006e-19,True
2087,4780.594222304473,1.438113029766047e-15,4.008e-19,True
2088,4781.730525433956,1.4405345275813281e-15,3.9707400000000007e-19,True
2089,4782.867098652207,1.399579190806947e-15,3.932490000000001e-19,True
2090,4784.003942023414,1.3967612182807982e-15,3.9852000000000005e-19,True
2091,4785.141055611816,1.376281296443402e-15,3.9950999999999995e-19,True
2092,4786.278439481608,1.3772382247319792e-15,4.0639e-19,True
2093,4787.416093697058,1.3892709225637138e-15,4.04049e-19,True
2094,4788.554018322417,1.3825694064601999e-15,3.9488399999999993e-19,True
2095,4789.692213421958,1.3393454958559663e-15,4.037920000000001e-19,True
