# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
AEGIS_33705,1.4134,9.0580,9.1616,8.9577,1.5809,1.9068,1.0714,-8.8702,-8.6917,-9.0918,-0.0879,0.0802,-0.3545,0.0135,0.0399,0.0038,1.7160,2.0547,1.2841
AEGIS_33706,2.9087,9.8261,9.9511,9.6494,10.7396,19.7235,6.7180,-8.7629,-8.3491,-9.0666,-0.4466,-0.0640,-1.0195,0.2647,0.5387,0.1152,0.8901,1.1421,0.5163
AEGIS_33708,2.3784,9.5998,9.6781,9.5061,2.6886,4.1883,1.7732,-9.1818,-8.9172,-9.3879,-0.4292,-0.1598,-0.7467,0.0998,0.2170,0.0291,1.2934,1.4890,1.0290
AEGIS_33710,2.3305,9.7605,9.8333,9.6822,1.5194,3.7501,0.6202,-9.5895,-9.1505,-10.0033,-0.8410,-0.2403,-1.2986,0.3812,0.7209,0.1641,1.4036,1.7263,0.9995
AEGIS_33714,2.8158,11.1420,11.1948,11.0784,51.3635,92.5690,30.6559,-9.4338,-9.1182,-9.7068,-0.0446,0.0986,-0.2070,0.9163,1.1112,0.7487,1.1824,1.3829,0.9122
AEGIS_33728,1.3222,8.9984,9.1169,8.8304,1.2216,1.8683,0.8701,-8.9067,-8.6087,-9.1524,-0.0830,0.0849,-0.3492,0.2259,0.3426,0.1192,1.7882,2.3684,0.9963
AEGIS_33732,1.9688,9.1001,9.3319,8.8745,1.0898,4.1487,0.3535,-9.0526,-8.5107,-9.5362,-0.6430,-0.1369,-1.2888,0.5676,1.3179,0.1686,1.3587,1.7984,0.6943
AEGIS_33741,1.7974,9.2014,9.3475,9.0543,0.9278,1.6492,0.5716,-9.2418,-8.9082,-9.4995,-0.9057,-0.2655,-1.4582,0.1880,0.3460,0.0862,1.6003,2.0075,1.0958
AEGIS_33743,0.9989,8.7590,8.8525,8.6424,0.3746,0.5644,0.2639,-9.1824,-8.9113,-9.4096,-0.1981,0.0169,-0.5497,0.0453,0.1247,0.0131,2.7043,3.2727,2.1989
AEGIS_33745,1.8761,10.0465,10.0839,10.0072,0.7917,1.7547,0.3332,-10.1481,-9.7826,-10.5523,-0.2323,-0.0009,-0.5833,0.2410,0.4527,0.1133,1.9329,2.2579,1.6466
AEGIS_33749,1.0974,9.2295,9.3906,9.0647,4.7942,5.8506,3.8341,-8.5621,-8.3288,-8.7869,0.1706,0.1845,0.1401,0.7020,0.7706,0.6392,1.7150,2.2936,0.8428
AEGIS_33750,2.7166,10.3597,10.4185,10.2901,1.8603,6.5866,0.4935,-10.0996,-9.4817,-10.7038,-0.2292,0.0199,-0.5469,0.4072,0.6153,0.2156,1.3983,1.5965,1.1722
AEGIS_33752,2.7375,9.5634,9.7942,9.3067,6.0218,13.9074,1.7230,-8.8122,-8.3498,-9.3149,-0.2644,-0.0188,-0.7427,0.7828,1.2033,0.2297,0.9857,1.4170,0.5216
AEGIS_33757,2.2802,9.4410,9.5613,9.2819,3.9526,5.3380,1.9944,-8.8387,-8.6410,-9.2016,-0.9221,-0.3842,-1.1932,0.1882,0.3516,0.0555,1.1007,1.4210,0.6352
AEGIS_33758,0.9848,9.4245,9.5486,9.3212,1.4078,2.1685,0.9069,-9.2895,-8.9988,-9.5592,-0.4103,-0.2670,-0.6438,0.2130,0.2959,0.1488,2.3139,3.0593,1.7384
AEGIS_33765,0.9036,8.8595,8.9950,8.7354,0.4041,0.6687,0.2576,-9.3068,-8.9408,-9.5064,-0.5275,-0.2698,-0.9656,0.1090,0.2263,0.0317,2.7095,3.7405,2.0475
AEGIS_33766,0.9766,10.3188,10.3603,10.2738,4.2411,5.9044,3.2121,-9.6897,-9.5026,-9.8516,-0.0206,0.0852,-0.1420,1.0041,1.1285,0.9158,2.8726,3.2706,2.4442
AEGIS_33767,1.1096,10.1005,10.1669,9.9657,6.0105,7.3558,4.4479,-9.3110,-9.1373,-9.5045,-0.5287,-0.3249,-0.7162,0.5654,0.6589,0.4543,2.2053,2.7590,1.3244
AEGIS_33768,2.3820,11.0692,11.1169,11.0173,50.6847,75.9092,29.8912,-9.3792,-9.1677,-9.6031,0.1074,0.1629,-0.0610,1.3723,1.5344,1.2370,1.5784,1.7608,1.3871
AEGIS_33769,0.6805,8.0133,8.2218,7.5769,0.1275,0.2060,0.0888,-8.8162,-8.3762,-9.2208,-0.8054,-0.2219,-1.5129,0.2866,0.5077,0.1228,2.0640,3.0409,0.8163
AEGIS_33770,1.6948,11.4094,11.4554,11.3763,22.6299,32.8308,16.3417,-10.0584,-9.8700,-10.2361,0.1261,0.1670,-0.1525,1.2571,1.4787,1.1602,2.4930,3.1300,2.2761
AEGIS_33772,0.8822,8.8497,8.9664,8.6848,0.5253,0.8570,0.3188,-9.1182,-8.8752,-9.3613,-0.9210,-0.4040,-1.4902,0.2579,0.5076,0.0845,2.7255,3.1663,1.8727
AEGIS_33774,0.8222,10.2039,10.2628,10.1399,13.7570,16.7196,10.5041,-9.0708,-8.9209,-9.2340,-0.0766,0.0482,-0.2341,0.9661,1.0565,0.8956,3.2820,3.4713,2.9824
AEGIS_33776,1.0721,9.3869,9.4354,9.3300,0.8121,1.1410,0.5985,-9.4760,-9.2829,-9.6414,-0.1034,0.0744,-0.4433,0.2640,0.4265,0.1195,2.6286,3.0262,2.3023
AEGIS_33778,0.9268,8.5709,8.7111,8.3740,0.2759,0.4899,0.1601,-9.1371,-8.7568,-9.4188,-0.6652,-0.2002,-1.3136,0.2796,0.5108,0.1016,2.5777,3.2185,1.8033
AEGIS_33779,1.0565,8.7321,8.8460,8.6096,0.5932,0.9405,0.3193,-8.9541,-8.7224,-9.2451,-1.3741,-1.0376,-1.7049,0.1135,0.2053,0.0347,1.5885,2.2429,0.8563
AEGIS_33780,1.2184,8.9630,9.1008,8.7140,0.6761,2.1796,0.3626,-9.1066,-8.4382,-9.4958,-0.1535,0.0772,-0.4918,0.4966,0.9067,0.2202,2.1172,2.8508,0.9209
AEGIS_33783,1.3193,9.4600,9.5207,9.3982,1.5121,2.3034,0.7999,-9.2778,-9.0594,-9.5980,-0.4049,-0.2356,-0.8413,0.3572,0.6509,0.2318,2.3991,2.7486,1.7908
AEGIS_33785,0.8920,8.4727,8.6032,8.2841,0.4706,0.7741,0.2307,-8.8002,-8.5152,-9.1283,-0.9572,-0.4510,-1.2913,0.1554,0.3327,0.0623,2.4683,3.0463,1.6092
AEGIS_33786,0.9300,9.1246,9.1875,9.0286,1.3329,1.4495,1.1707,-8.9997,-8.8709,-9.1123,0.1730,0.1853,0.1504,0.8640,0.9036,0.7929,2.5105,2.6428,2.4431
AEGIS_33787,0.5777,11.1518,11.2239,11.1299,0.1725,0.4534,0.0180,-11.9223,-11.5282,-12.8898,-0.2035,-0.1191,-0.2828,0.2500,0.3028,0.1943,5.5022,7.0537,5.1949
AEGIS_33791,1.6248,10.1069,10.1765,10.0354,15.3241,20.0924,10.9141,-8.9137,-8.7384,-9.1331,-0.2801,-0.0532,-0.4074,0.3452,0.4388,0.2356,1.8081,2.1051,1.4891
AEGIS_33795,0.6355,8.5884,8.7013,8.4403,0.2625,0.3875,0.1798,-9.1601,-8.8955,-9.4071,-0.8542,-0.4376,-1.4021,0.1577,0.3161,0.0576,2.8963,3.6966,2.1091
AEGIS_33796,0.8285,9.6242,9.6829,9.5732,0.8198,1.2440,0.5378,-9.7157,-9.4985,-9.9256,0.0994,0.1610,-0.0149,0.2032,0.3661,0.0970,3.5832,4.0126,3.0377
AEGIS_33800,0.7768,8.2234,8.4501,7.9287,0.4750,0.6078,0.3219,-8.5288,-8.2455,-8.8595,-0.2212,-0.0302,-0.6083,0.2839,0.3861,0.1631,1.4931,2.5978,0.4253
AEGIS_33801,1.5282,10.5391,10.5908,10.4810,64.3138,75.8157,53.3877,-8.7314,-8.6555,-8.8123,-0.1488,0.0302,-0.1977,1.1412,1.1820,1.0851,2.1859,2.4166,1.8438
AEGIS_33805,1.3796,8.4401,8.5759,8.2667,0.5515,0.7482,0.4003,-8.6941,-8.4675,-8.8602,-1.3367,-0.8827,-1.6967,0.0493,0.1201,0.0159,1.1991,1.6452,0.6538
AEGIS_33806,2.2857,9.3669,9.4512,9.2488,1.8149,3.7192,0.9368,-9.1191,-8.6991,-9.4408,-1.0351,-0.7073,-1.5092,0.1926,0.3513,0.0732,1.2619,1.4790,0.8569
AEGIS_33807,1.2178,9.6724,9.7473,9.6198,1.7865,2.7085,1.4660,-9.3912,-9.2777,-9.4997,0.1416,0.1755,0.0863,0.2453,0.3460,0.1478,2.9494,3.5944,2.6842
AEGIS_33808,2.2268,10.0757,10.2472,9.9935,21.0835,28.2602,11.4166,-8.7649,-8.5786,-9.1156,-0.8347,-0.2806,-1.1451,0.0492,0.1018,0.0207,0.7566,1.4117,0.5098
AEGIS_33810,2.4263,9.2990,9.4415,9.1380,2.5346,4.5543,1.5355,-8.8683,-8.5350,-9.1935,-0.5812,-0.1546,-1.1849,0.0768,0.1985,0.0248,1.1169,1.4206,0.6821
AEGIS_33812,1.3601,8.7773,9.0135,8.5438,1.5288,1.7907,1.2196,-8.5691,-8.3321,-8.8732,-1.1458,-0.8386,-1.7567,0.0299,0.0651,0.0095,0.9620,1.5057,0.5167
AEGIS_33813,1.3455,9.4931,9.5794,9.3775,3.2722,4.1242,2.3064,-8.9686,-8.7832,-9.2010,0.0421,0.1283,-0.0744,0.1406,0.2050,0.0769,1.8588,2.2808,1.4384
AEGIS_33817,1.6274,10.5778,10.6043,10.5456,6.5508,8.8268,5.2028,-9.7675,-9.6112,-9.8755,0.0670,0.1345,-0.0278,0.8692,0.9455,0.7770,2.4631,2.5403,2.3514
AEGIS_33824,0.7543,9.9965,10.0421,9.9563,4.4270,5.9317,3.1920,-9.3492,-9.2121,-9.5215,-0.2026,-0.0393,-0.4111,0.5321,0.6577,0.4200,3.1656,3.4821,2.8815
AEGIS_33827,1.0627,10.2476,10.2880,10.1995,1.2824,2.8968,0.3670,-10.1326,-9.7539,-10.7143,0.0872,0.1631,-0.0588,0.4274,0.5448,0.2482,2.8018,3.2222,2.3953
AEGIS_33830,2.9848,10.3436,10.4113,10.2456,25.5791,48.8187,17.4690,-8.9433,-8.5553,-9.1501,-0.2240,0.0337,-0.6418,0.3242,0.4768,0.2099,0.8520,1.0265,0.5700
AEGIS_33831,2.8297,9.8959,9.9653,9.8133,7.9477,13.5839,5.0893,-8.9787,-8.6867,-9.2297,-0.3467,-0.0398,-0.7177,0.1605,0.3712,0.0537,1.0237,1.2379,0.7810
AEGIS_33835,1.8458,10.8928,10.9416,10.8640,0.1915,0.6494,0.0209,-11.6511,-11.0752,-12.5707,0.0394,0.1260,-0.1175,0.2981,0.4185,0.1577,2.1966,2.6494,1.9793
AEGIS_33841,1.1364,8.8520,8.9479,8.7620,0.5254,0.7056,0.4035,-9.1346,-8.9706,-9.3105,0.0400,0.1430,-0.1387,0.0531,0.1160,0.0157,2.5297,2.9630,1.9428
AEGIS_33843,1.6986,9.1913,9.3765,9.0523,2.8138,4.9262,1.7987,-8.7508,-8.3194,-9.0554,-0.7505,-0.1036,-1.1870,0.2360,0.3939,0.0934,1.0680,1.6324,0.4666
AEGIS_33844,1.9308,10.5213,10.6072,10.4420,15.2776,20.0117,11.7204,-9.3345,-9.1571,-9.5200,0.0416,0.1454,-0.1678,1.5706,1.7580,1.3875,2.0803,2.4500,1.7603
AEGIS_33845,0.8617,9.5890,9.6300,9.5312,0.7326,0.9854,0.5079,-9.7292,-9.5468,-9.9039,-0.0097,0.1114,-0.2251,0.4396,0.7513,0.2759,4.0022,5.0793,3.3638
AEGIS_33846,0.9069,8.4470,8.5323,8.3523,1.4873,1.6382,1.2542,-8.2766,-8.1794,-8.4058,0.1092,0.1550,0.0556,1.2588,1.3567,1.1626,1.0172,1.3200,0.7891
AEGIS_33849,1.7523,9.4357,9.5976,9.2154,1.9270,2.6559,1.3643,-9.1660,-8.8555,-9.3761,-0.8110,-0.3254,-1.2052,0.2142,0.3512,0.1207,1.2264,2.0989,0.6583
AEGIS_33850,1.2445,9.4094,9.4789,9.3452,1.0033,1.4460,0.6796,-9.4099,-9.2287,-9.6076,-0.6075,-0.3797,-0.9298,0.0929,0.2418,0.0292,2.1903,2.6074,1.7880
AEGIS_33851,1.2212,8.9100,9.0452,8.7848,1.9679,2.8431,1.0597,-8.6298,-8.4352,-8.8782,-0.4085,-0.2055,-0.7386,0.5381,0.7030,0.3885,1.2707,1.7148,0.7696
AEGIS_33858,0.8148,9.1148,9.1993,8.9819,0.6406,1.1070,0.4279,-9.2972,-8.9637,-9.5552,-0.2690,-0.0424,-0.4562,0.0571,0.1427,0.0160,2.4292,3.2385,1.2680
AEGIS_33861,0.8628,8.6569,8.7298,8.5581,0.1147,0.2120,0.0602,-9.5997,-9.3349,-9.8553,-1.4631,-1.0579,-1.7852,0.1534,0.2997,0.0533,3.1125,3.5922,2.4780
AEGIS_33863,2.0102,11.4962,11.5124,11.4794,14.6179,22.0110,10.4392,-10.3296,-10.1499,-10.4818,0.1046,0.1455,0.0550,0.8214,0.8894,0.7640,2.9635,2.9979,2.9135
AEGIS_33865,2.0828,9.7527,9.8715,9.5960,5.6436,9.6911,3.6765,-9.0099,-8.5955,-9.2845,-0.5268,-0.3023,-1.0491,0.1808,0.3456,0.0841,1.3187,1.5554,0.9324
AEGIS_33867,1.0673,9.2311,9.3252,9.1347,0.7343,1.2055,0.5057,-9.3562,-9.1041,-9.5886,-0.4503,-0.1635,-0.8759,0.2328,0.4146,0.1001,2.3475,3.0163,1.7480
AEGIS_33870,2.3123,9.4506,9.6395,9.2408,3.4099,5.3355,2.1275,-8.9151,-8.5779,-9.2557,-0.6914,-0.2670,-1.2438,0.2129,0.3849,0.0966,0.9353,1.3497,0.4797
AEGIS_33871,0.9095,9.2145,9.3200,9.0906,1.0005,3.3004,0.5649,-9.1492,-8.6097,-9.4868,-0.6704,-0.2505,-1.1995,0.3174,1.1058,0.1136,2.5904,3.1618,1.2010
AEGIS_33875,0.9810,10.9971,11.1458,10.9677,9.2562,22.3225,0.4466,-10.0256,-9.6203,-11.5020,0.0795,0.1534,-0.0104,0.6291,0.7838,0.4256,3.0763,3.7591,2.8188
AEGIS_33876,1.9622,8.5201,8.7852,8.0172,1.1074,1.4322,0.7091,-8.4326,-8.1057,-8.7484,-0.5543,-0.2193,-1.2798,0.0248,0.0701,0.0055,0.6957,1.5324,0.2066
AEGIS_33878,2.9171,9.9074,10.1729,9.7880,47.6750,60.7654,38.4675,-8.1840,-8.0738,-8.5712,-0.0371,0.0976,-0.2003,0.6550,0.7188,0.5654,0.3119,0.8758,0.1466
AEGIS_33883,1.1997,11.0323,11.0838,10.9419,0.0191,0.0959,0.0004,-12.7496,-12.0443,-14.3996,-0.2733,-0.2156,-0.3888,0.1147,0.1737,0.0468,3.8909,4.3578,2.8370
AEGIS_33885,0.8629,9.7554,9.8042,9.6954,2.3654,3.0107,1.9252,-9.3814,-9.2311,-9.5178,-0.1050,0.0626,-0.2449,0.8621,0.9893,0.6996,3.1196,3.4184,2.8041
AEGIS_33889,0.9887,8.9563,9.0890,8.8418,0.8862,2.3477,0.5963,-8.9674,-8.6746,-9.2362,-0.2253,0.0243,-1.1382,0.2094,0.8024,0.0604,1.4724,2.3181,0.7336
AEGIS_33890,0.9458,9.4481,9.5360,9.3684,1.0659,1.8114,0.7598,-9.4162,-9.2144,-9.5856,-0.6879,-0.4141,-1.1839,0.4853,0.7293,0.2928,3.0009,3.4956,2.5045
AEGIS_33893,2.4093,10.0457,10.1188,9.9434,10.0936,14.0519,7.2729,-9.0223,-8.8810,-9.1939,-0.6785,-0.2449,-0.9447,0.3022,0.4174,0.1618,1.2888,1.4297,1.0995
AEGIS_33896,0.5270,9.1937,9.2845,9.1267,0.7386,1.1033,0.5361,-9.3236,-9.0950,-9.5572,-0.1338,0.0336,-0.3177,0.1995,0.3269,0.0879,3.6695,4.6986,3.1624
AEGIS_33897,2.0771,8.9336,9.1111,8.7709,1.3333,7.9736,0.7752,-8.7297,-8.0669,-9.1101,-0.6952,-0.1920,-1.0838,0.1709,1.2154,0.0606,0.9753,1.6064,0.1447
AEGIS_33901,1.0666,9.9627,10.0264,9.9041,0.4804,1.0887,0.2045,-10.2949,-9.8860,-10.6961,-0.2464,-0.0153,-0.5565,0.6156,0.8129,0.4309,3.3287,3.9159,2.8880
AEGIS_33904,1.3490,10.6665,10.6916,10.6448,1.6314,2.6611,1.0046,-10.4528,-10.2327,-10.6794,-0.4225,-0.2143,-0.5531,0.2298,0.3356,0.1283,2.9626,3.1712,2.7470
AEGIS_33905,2.8748,10.1325,10.2435,9.9867,43.1337,92.7770,20.8772,-8.3949,-8.0778,-8.9106,-0.9177,-0.6634,-1.1675,0.6263,0.8948,0.3450,0.5484,0.9693,0.2097
AEGIS_33907,1.7967,9.5379,9.6477,9.3476,4.0972,7.9219,2.4845,-8.9225,-8.4655,-9.2296,-0.4494,-0.0209,-0.7692,0.3996,0.6068,0.1977,1.3775,1.8563,0.6757
AEGIS_33910,0.9043,9.0519,9.1057,8.9803,0.7499,0.9546,0.4946,-9.1707,-9.0283,-9.3740,0.0819,0.1543,-0.0547,0.1480,0.2546,0.0610,2.4911,2.8244,1.9762
AEGIS_33911,2.5192,10.4167,10.4695,10.3598,2.3676,5.3367,0.9731,-10.0530,-9.6551,-10.4546,-0.0925,0.0859,-0.3798,0.6836,0.8882,0.4912,1.4913,1.7140,1.2751
AEGIS_33925,2.2986,11.1038,11.1480,11.0590,77.1819,105.8132,64.0749,-9.2148,-9.0725,-9.3092,-0.4688,-0.3859,-0.5775,1.6225,1.7198,1.5288,1.4114,1.6091,1.2360
AEGIS_33927,1.7536,9.4960,9.5607,9.4367,2.1112,3.0702,1.6327,-9.1607,-8.9715,-9.3367,-0.1907,0.0004,-0.3895,0.0200,0.0519,0.0057,1.7588,2.0816,1.5367
AEGIS_33932,0.8710,8.3393,8.4892,8.1907,0.3548,0.5515,0.2227,-8.7837,-8.4751,-9.0459,-1.1507,-0.7813,-1.7759,0.2735,0.4075,0.1384,1.2885,2.3426,0.5395
AEGIS_33933,1.6685,10.1076,10.1683,10.0554,6.8714,9.5629,4.8953,-9.2775,-9.1047,-9.4462,-0.3654,-0.2069,-0.6072,0.5607,0.7031,0.3421,1.9713,2.3688,1.6303
AEGIS_33936,1.7323,8.6699,8.8901,8.4570,1.1995,1.5270,0.9101,-8.6088,-8.2922,-8.8816,-0.2631,-0.0192,-0.7608,0.0206,0.0496,0.0061,1.1289,1.8920,0.4602
AEGIS_33940,0.8459,8.4943,8.6458,8.2458,0.3240,0.5368,0.1722,-8.9593,-8.5719,-9.3475,-1.2331,-0.5513,-1.6522,0.5154,0.6919,0.2982,1.9697,2.7089,1.0243
AEGIS_33942,2.1550,10.0056,10.1296,9.8415,11.8933,16.2455,7.8623,-8.9165,-8.6900,-9.1755,-0.4869,-0.1819,-0.8822,0.1883,0.3075,0.1149,1.2467,1.5793,0.8182
AEGIS_33948,0.7079,9.0818,9.1437,9.0229,0.3723,0.5103,0.2984,-9.5143,-9.3327,-9.6503,-0.3490,-0.1138,-0.6399,0.0797,0.1844,0.0247,3.3781,3.8277,2.8202
AEGIS_33951,0.6905,9.5322,9.5790,9.3885,1.3673,5.6527,1.0678,-9.4033,-8.6447,-9.5271,-0.0297,0.1300,-0.1914,0.2406,0.4100,0.1438,3.3923,3.7367,2.9706
AEGIS_33952,1.2603,10.0336,10.1365,9.9231,5.7495,9.1006,2.9574,-9.2691,-8.9981,-9.6461,0.0627,0.1480,-0.0737,1.2303,1.3817,1.0843,1.9739,2.4001,1.3021
AEGIS_33957,1.5991,8.8462,8.9316,8.7628,0.9233,1.4099,0.6569,-8.8744,-8.6635,-9.0547,-1.2890,-1.0125,-1.5512,0.0325,0.0753,0.0097,1.2399,1.6603,0.8515
AEGIS_33958,2.1756,9.8243,9.9371,9.7220,11.3181,14.9021,8.2637,-8.7690,-8.5624,-9.0050,-0.1126,0.0878,-0.5224,0.1420,0.2097,0.0771,1.0089,1.4532,0.7255
AEGIS_33961,0.9309,10.9577,10.9970,10.9125,23.5977,35.8688,16.0402,-9.5789,-9.3971,-9.7682,0.0354,0.1205,-0.0710,1.8694,1.9451,1.7718,3.4712,3.6692,3.1910
AEGIS_33962,0.7745,9.3370,9.4014,9.2532,0.3456,0.5370,0.1932,-9.8168,-9.5503,-10.0838,-0.4072,-0.1088,-0.9072,0.5649,0.7754,0.3840,3.1347,3.6811,2.4059
AEGIS_33965,1.1628,10.7014,10.7622,10.6196,20.9221,35.1714,15.3940,-9.3854,-9.0893,-9.5715,-0.1121,0.0005,-0.4199,1.1063,1.2852,0.9597,2.4373,2.9242,1.9056
AEGIS_33970,2.6388,9.2892,9.5539,9.1312,6.7990,9.4454,4.4832,-8.4251,-8.2174,-8.8410,-0.0592,0.0983,-0.2994,0.4866,0.6346,0.3080,0.9004,1.1907,0.5138
AEGIS_33971,0.9031,8.6391,8.7335,8.5412,0.2312,0.3573,0.1487,-9.2802,-9.0411,-9.5030,-0.3757,-0.0246,-0.8188,0.1638,0.3817,0.0516,2.6120,3.1692,1.9970
AEGIS_33983,1.1728,10.9640,10.9882,10.9415,0.0222,0.0877,0.0009,-12.6175,-12.0433,-13.9791,-0.0428,0.0313,-0.1201,0.0377,0.0785,0.0115,2.7904,2.9920,2.6049
AEGIS_33986,0.9110,8.6879,8.7940,8.5533,0.2905,0.6497,0.1864,-9.2221,-8.7353,-9.4719,-0.3553,-0.0688,-0.6838,0.1709,0.4867,0.0406,2.5376,3.1612,1.8832
AEGIS_33991,0.9657,8.5747,8.6989,8.3938,0.1835,0.3327,0.1056,-9.2946,-8.9517,-9.6094,-0.9976,-0.4364,-1.5439,0.1819,0.3764,0.0603,2.4774,3.0805,1.4924
AEGIS_33992,1.8476,9.0540,9.2149,8.9278,2.0381,3.5747,1.4245,-8.7425,-8.4357,-8.9903,-0.3783,-0.1054,-0.7437,0.0827,0.1697,0.0347,0.8511,1.4690,0.3872
AEGIS_33994,1.0603,9.0228,9.0792,8.9280,0.4528,0.6762,0.3320,-9.3532,-9.1775,-9.5054,-1.5232,-1.0359,-1.7901,0.1241,0.2509,0.0449,2.1052,2.4906,1.4153
AEGIS_33997,2.4433,10.3911,10.4733,10.2459,76.9507,100.3301,58.7024,-8.4758,-8.3564,-8.6210,-0.7845,-0.5540,-0.9374,1.4040,1.6380,1.1417,0.3929,0.7465,0.2020
AEGIS_34000,1.3375,10.0678,10.1398,10.0159,5.5604,7.4459,3.8496,-9.3261,-9.1466,-9.5468,-0.1094,0.0397,-0.3029,0.5372,0.6560,0.2406,2.3974,2.9726,2.0715
AEGIS_34001,1.3189,9.4139,9.4833,9.3360,0.6007,0.9061,0.3491,-9.6569,-9.4266,-9.8818,-0.6242,-0.3373,-0.8941,0.2894,0.4635,0.1126,2.6126,2.9726,2.2177
AEGIS_34003,0.6424,8.7546,8.8430,8.6665,0.1660,0.3230,0.0859,-9.5439,-9.2145,-9.8605,-0.3211,-0.0999,-0.6511,0.3857,0.5369,0.2405,2.4852,3.3783,1.5667
AEGIS_34004,2.3659,10.7196,10.7867,10.6539,31.2809,48.2035,16.7079,-9.2219,-8.9855,-9.5418,-0.2042,0.0005,-0.4920,1.6124,1.7631,1.4375,1.3313,1.5334,1.0711
AEGIS_34008,1.7278,10.3843,10.4886,10.2757,29.6903,37.3077,18.9620,-8.9125,-8.7366,-9.1745,-0.6016,-0.4058,-0.8699,1.2435,1.4466,1.0779,1.2954,1.7204,0.8656
AEGIS_34009,1.4764,9.3168,9.4118,9.1815,1.4547,3.3076,0.8227,-9.1259,-8.7890,-9.4193,-0.9994,-0.5391,-1.3321,0.2138,0.6082,0.0909,1.7080,2.3063,1.1782
AEGIS_34010,2.0171,10.7859,10.8613,10.7338,50.1663,63.1715,39.5373,-9.0890,-8.9544,-9.2389,-0.3901,-0.2782,-0.5276,1.4049,1.4954,1.3046,1.6369,1.9351,1.4199
AEGIS_34012,0.8941,9.1300,9.1996,9.0584,0.3612,0.6180,0.2473,-9.5769,-9.2884,-9.7713,-0.4007,-0.1292,-0.6429,0.1576,0.3378,0.0406,2.9846,3.5149,2.4774
AEGIS_34015,1.6717,8.9289,9.0647,8.7686,0.8535,1.4894,0.4968,-9.0114,-8.7250,-9.2429,-0.4104,-0.0375,-0.7551,0.0953,0.4067,0.0259,1.4866,2.0377,1.0618
AEGIS_34017,0.8377,9.6285,9.7091,9.5844,0.4385,0.6303,0.3195,-9.9892,-9.7933,-10.2500,-0.4748,-0.2871,-0.7146,0.0606,0.1726,0.0163,3.7679,4.8101,3.3891
AEGIS_34021,2.3364,9.7657,9.9075,9.6730,10.4504,14.2329,7.2119,-8.7362,-8.5369,-9.0366,-0.2046,0.0156,-0.7957,0.0577,0.1563,0.0239,0.9570,1.3451,0.6628
AEGIS_34025,0.7199,9.0339,9.2578,8.7378,1.0260,1.3813,0.6568,-9.0260,-8.6883,-9.3623,-0.7414,-0.0478,-1.2915,1.4919,1.7317,1.0896,2.3420,3.2662,1.2223
AEGIS_34027,1.4651,9.7021,9.8094,9.5635,2.9488,4.0222,2.0693,-9.2331,-8.9476,-9.4802,-0.0369,0.0895,-0.1337,0.4349,0.5910,0.3409,2.5867,2.9200,2.2330
AEGIS_34029,1.8081,9.5605,9.6488,9.4516,2.1800,3.7049,0.9817,-9.2029,-8.9252,-9.6294,-0.6956,-0.0733,-1.3639,0.2004,0.3840,0.0980,1.4345,1.7314,1.0757
AEGIS_34031,0.8930,9.8286,9.8664,9.7664,1.2804,2.0991,0.9461,-9.7295,-9.4482,-9.8792,-0.0279,0.1203,-0.1115,0.6686,0.7769,0.5818,3.7998,4.0378,3.2709
AEGIS_34036,2.2812,9.4122,9.5594,9.2691,3.1398,5.0864,2.2176,-8.9067,-8.6412,-9.1307,-1.2858,-0.7732,-1.6655,0.1402,0.2724,0.0578,0.9968,1.2697,0.5541
AEGIS_34037,2.3685,9.6723,9.8072,9.4904,2.2847,7.9577,0.9134,-9.3050,-8.6080,-9.8384,-0.0167,0.1222,-0.3175,0.2186,0.6844,0.0508,1.7320,2.3425,1.1212
AEGIS_34038,2.8206,10.9753,11.0157,10.9347,14.8183,24.7004,8.8062,-9.8051,-9.5660,-10.0490,-0.0841,0.0756,-0.2875,0.6183,0.7787,0.4589,1.3497,1.5112,1.2046
AEGIS_34042,1.4803,8.7507,8.8519,8.6309,0.7396,0.8971,0.6112,-8.8786,-8.7549,-8.9931,-1.4463,-1.1919,-1.7321,0.0192,0.0556,0.0056,1.8530,2.3059,1.4072
AEGIS_34043,1.8020,10.0420,10.0864,9.9951,6.9483,10.1976,4.7459,-9.2055,-9.0051,-9.3850,-0.1327,0.0997,-0.3150,0.1365,0.2202,0.0845,1.6769,1.8872,1.3212
AEGIS_34047,2.3948,9.6472,9.7663,9.3706,5.1170,8.5688,2.2260,-8.9373,-8.4902,-9.4014,-0.3057,0.0457,-0.9586,0.3552,0.5889,0.1776,1.0360,1.3346,0.6201
AEGIS_34048,1.0235,8.5919,8.7011,8.4921,1.0155,1.2099,0.8867,-8.5733,-8.4671,-8.7093,0.1102,0.1611,0.0555,0.1242,0.1986,0.0657,1.5367,1.8243,0.8947
AEGIS_34049,1.2174,9.0183,9.0770,8.9446,0.9835,1.1608,0.6843,-9.0399,-8.9018,-9.1826,0.1283,0.1698,0.0107,0.0321,0.0727,0.0112,2.4787,2.9272,2.0985
