frb_name,P_host,"host_loc (deg, deg)","host_loc (hms, dms)",redshift,redshift_err,galex_NUV,galex_NUV_err,galex_FUV,galex_FUV_err,ps1_g,ps1_g_err,ps1_r,ps1_r_err,ps1_i,ps1_i_err,ps1_z,ps1_z_err,ps1_y,ps1_y_err,sdss_u0,sdss_u0_err,sdss_g0,sdss_g0_err,sdss_r0,sdss_r0_err,sdss_i0,sdss_i0_err,sdss_z0,sdss_z0_err,decam_g,decam_g_err,decam_r,decam_r_err,decam_z,decam_z_err,wasp_g0,wasp_g0_err,wasp_r0,wasp_r0_err,wasp_i0,wasp_i0_err,wasp_z0,wasp_z0_err,DEIMOS_R,DEIMOS_R_err,LRIS_V,LRIS_V_err,LRIS_G,LRIS_G_err,LRIS_R,LRIS_R_err,twomass_J,twomass_J_err,twomass_H,twomass_H_err,twomass_Ks,twomass_Ks_err,wirc_J,wirc_J_err,wirc_H,wirc_H_err,wirc_Ks,wirc_Ks_err,wise_w1,wise_w1_err,wise_w2,wise_w2_err,wise_w3,wise_w3_err,wise_w4,wise_w4_err,E(B-V)
mizu,decam/r 0.987,"143.984540350, 73.284945000","09:35:56.29, 73:17:05.80",0.0368,0,-100,-100,-100,-100,16.08,0.01,15.39,0.01,15.11,0,14.86,0.01,14.6,0.01,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,16.18,0.21,15.41,0.21,14.86,0.2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,14.44,0.04,14.35,0.06,14.3,0.05,-100,-100,-100,-100,-100,-100,15.43,0.01,15.97,0.01,14.7,0.02,13.81,0.07,0.04
