# objname, z, logm_median, logm_errup, logm_errdown, logsfr_median, logsfr_errup, logsfr_errdown, fagn_median, fagn_errup, fagn_errdown, fmir_median, fmir_errup, fmir_errdown, ssfr_100_median, ssfr_100_errup, ssfr_100_errdown, massmet_2_median, massmet_2_errup, massmet_2_errdown, dust2_median, dust2_errup, dust2_errdown, avg_age_median, avg_age_errup, avg_age_errdown 
840503,0.787,10.138,10.148,10.127,-1.049,-0.298,-2.615,0.000,0.001,0.000,0.001,0.007,0.000,-11.190,-10.432,-12.754,-1.967,-1.948,-1.976,0.911,0.927,0.893,0.525,0.584,0.518
840524,0.160,9.151,9.176,9.120,-0.450,-0.337,-0.547,0.010,0.016,0.004,0.305,0.441,0.137,-9.594,-9.478,-9.704,-0.345,-0.250,-0.443,0.013,0.028,0.004,5.334,5.843,4.715
840550,0.230,9.897,9.939,9.852,-0.036,0.108,-0.165,0.000,0.002,0.000,0.009,0.039,0.002,-9.934,-9.800,-10.053,-0.697,-0.605,-0.814,0.068,0.116,0.033,6.876,7.870,5.767
840555,0.723,9.546,9.678,9.359,-0.090,0.266,-0.480,0.115,0.356,0.044,0.521,0.776,0.272,-9.642,-9.122,-10.148,-0.974,-0.658,-1.365,0.669,0.890,0.476,3.153,4.123,1.750
840578,0.741,9.747,9.804,9.691,0.147,0.334,0.003,0.000,0.004,0.000,0.004,0.033,0.001,-9.600,-9.404,-9.760,-0.625,-0.392,-0.855,0.312,0.442,0.200,3.828,4.349,3.369
840592,0.005,7.500,7.522,7.464,-2.949,-2.855,-3.032,0.000,0.001,0.000,0.003,0.015,0.001,-10.440,-10.351,-10.532,-0.469,-0.397,-0.537,0.024,0.030,0.017,8.626,9.237,8.028
840617,0.335,8.961,9.031,8.894,-1.335,-1.048,-1.803,0.001,0.012,0.000,0.008,0.134,0.001,-10.298,-9.975,-10.805,-0.743,-0.511,-1.035,0.444,0.587,0.289,5.410,6.218,4.682
840624,0.710,9.358,9.422,9.271,0.238,0.400,0.139,0.001,0.003,0.000,0.006,0.028,0.002,-9.100,-8.940,-9.244,-0.111,0.065,-0.571,0.455,0.639,0.351,2.542,3.058,1.919
840655,0.236,8.864,8.896,8.825,-0.546,-0.494,-0.622,0.020,0.034,0.012,0.516,0.648,0.336,-9.415,-9.356,-9.483,-0.710,-0.605,-0.826,0.016,0.039,0.004,5.741,6.007,5.407
840666,0.384,8.844,8.941,8.732,-1.614,-1.159,-2.270,0.001,0.023,0.000,0.014,0.228,0.001,-10.470,-9.934,-11.185,-0.692,-0.277,-1.281,0.492,0.702,0.276,4.715,5.530,3.662
840677,0.301,8.659,8.723,8.588,-2.292,-1.763,-3.176,0.001,0.008,0.000,0.007,0.097,0.001,-10.954,-10.392,-11.859,-1.290,-0.911,-1.668,0.480,0.631,0.317,5.737,6.550,4.950
840691,0.535,9.481,9.520,9.431,-0.185,0.027,-0.398,0.000,0.004,0.000,0.009,0.069,0.001,-9.669,-9.422,-9.892,-0.597,-0.470,-0.735,0.051,0.140,0.013,4.218,4.603,3.754
840704,0.756,9.612,9.704,9.527,0.474,0.644,0.350,0.001,0.018,0.000,0.007,0.196,0.001,-9.123,-8.937,-9.306,-1.029,-0.826,-1.230,0.178,0.262,0.097,2.098,2.560,1.377
840722,0.370,9.431,9.492,9.375,-0.209,-0.112,-0.306,0.001,0.008,0.000,0.019,0.135,0.002,-9.643,-9.536,-9.745,-0.893,-0.730,-1.110,0.113,0.172,0.065,4.724,5.294,4.161
840723,0.478,9.054,9.125,8.972,-1.806,-1.267,-2.750,0.001,0.013,0.000,0.009,0.149,0.001,-10.851,-10.293,-11.842,-0.955,-0.600,-1.386,0.528,0.722,0.323,4.843,5.593,4.032
840725,0.381,9.789,9.847,9.734,-0.885,-0.580,-1.414,0.001,0.008,0.000,0.011,0.101,0.001,-10.673,-10.329,-11.260,-0.474,-0.323,-0.690,0.394,0.499,0.278,5.609,6.165,5.099
840731,0.415,9.142,9.193,9.084,-0.238,-0.128,-0.359,0.407,0.575,0.060,0.767,0.844,0.402,-9.382,-9.244,-9.517,-0.603,-0.409,-0.790,0.271,0.377,0.186,3.240,3.672,2.712
840769,0.305,9.197,9.258,9.136,-1.705,-1.237,-2.457,0.001,0.020,0.000,0.018,0.221,0.001,-10.905,-10.392,-11.683,-0.698,-0.497,-0.939,0.325,0.463,0.185,5.726,6.461,5.073
840778,0.310,10.750,10.782,10.724,0.200,0.316,0.098,0.051,0.070,0.035,0.391,0.477,0.308,-10.555,-10.438,-10.649,-0.171,-0.098,-0.257,0.313,0.375,0.258,7.030,7.741,6.068
840783,0.365,9.777,9.838,9.712,-0.616,-0.393,-0.809,0.006,0.037,0.000,0.052,0.250,0.004,-10.403,-10.131,-10.609,-0.866,-0.630,-1.100,0.836,0.937,0.713,5.374,5.909,4.878
840786,0.658,9.991,10.046,9.928,0.471,0.621,0.312,0.002,0.016,0.000,0.017,0.125,0.001,-9.515,-9.335,-9.704,-0.751,-0.555,-0.978,0.391,0.515,0.279,3.431,3.854,2.946
840792,0.346,9.537,9.571,9.497,-0.794,-0.597,-1.004,0.000,0.003,0.000,0.004,0.036,0.000,-10.327,-10.109,-10.562,-0.555,-0.401,-0.744,0.413,0.516,0.313,5.734,6.223,5.299
840814,0.777,9.479,9.566,9.336,0.171,0.333,0.074,0.000,0.001,0.000,0.003,0.013,0.001,-9.299,-9.116,-9.442,-0.900,-0.546,-1.094,0.224,0.328,0.130,3.073,3.459,2.440
840823,0.091,8.606,8.636,8.573,-2.012,-1.807,-2.217,0.001,0.010,0.000,0.039,0.256,0.002,-10.615,-10.413,-10.821,-0.530,-0.431,-0.635,0.032,0.070,0.010,6.254,6.852,5.705
840827,0.705,10.071,10.139,9.979,0.787,0.934,0.672,0.001,0.008,0.000,0.006,0.074,0.001,-9.276,-9.091,-9.437,-0.867,-0.604,-1.047,0.383,0.480,0.269,2.881,3.342,2.174
840828,0.114,8.414,8.454,8.377,-1.383,-1.232,-1.559,0.000,0.003,0.000,0.018,0.139,0.002,-9.794,-9.664,-9.971,-0.851,-0.752,-0.954,0.010,0.027,0.003,6.541,7.195,5.979
840830,0.320,9.569,9.600,9.544,-2.112,-1.479,-3.508,0.000,0.001,0.000,0.003,0.021,0.000,-11.690,-11.052,-13.080,-0.960,-0.809,-1.118,0.411,0.492,0.336,6.810,7.520,6.263
840859,0.488,9.464,9.551,9.367,0.160,0.270,0.046,0.003,0.016,0.000,0.021,0.116,0.002,-9.320,-9.122,-9.476,-0.879,-0.690,-1.158,0.557,0.639,0.464,3.342,3.752,2.941
840865,0.470,9.741,9.816,9.708,-2.691,-1.891,-4.277,0.000,0.001,0.000,0.002,0.014,0.000,-12.439,-11.629,-14.041,-1.944,-1.894,-1.969,0.908,0.967,0.826,6.113,8.125,5.513
840879,0.723,9.537,9.616,9.455,-0.117,0.063,-0.278,0.001,0.018,0.000,0.022,0.201,0.001,-9.657,-9.447,-9.852,-0.858,-0.557,-1.222,0.224,0.362,0.101,2.999,3.627,2.324
840903,0.671,10.889,10.929,10.800,0.717,0.847,0.584,0.000,0.002,0.000,0.003,0.016,0.000,-10.151,-10.032,-10.261,0.078,0.144,-0.184,0.268,0.505,0.198,5.464,6.180,4.031
840908,0.279,8.756,8.827,8.683,-0.779,-0.616,-0.952,0.001,0.010,0.000,0.027,0.224,0.002,-9.537,-9.377,-9.703,-0.932,-0.743,-1.163,0.082,0.159,0.031,4.640,5.238,3.903
840917,0.406,10.906,10.936,10.878,-1.073,-0.839,-1.371,0.000,0.001,0.000,0.004,0.021,0.001,-11.981,-11.737,-12.289,-0.309,-0.228,-0.404,0.090,0.139,0.042,6.524,7.275,5.903
840941,0.331,9.176,9.249,9.106,-0.791,-0.623,-0.967,0.000,0.005,0.000,0.005,0.048,0.000,-9.969,-9.758,-10.184,-0.940,-0.658,-1.255,0.416,0.522,0.299,5.154,5.784,4.497
840973,0.421,9.822,9.858,9.786,-0.103,0.007,-0.224,0.000,0.001,0.000,0.002,0.016,0.000,-9.921,-9.808,-10.056,-0.541,-0.380,-0.708,0.207,0.277,0.139,4.770,5.152,4.398
840978,0.714,9.486,9.595,9.383,0.454,0.790,0.151,0.083,0.359,0.029,0.399,0.725,0.201,-8.991,-8.642,-9.399,-0.796,-0.011,-1.048,0.588,0.866,0.296,2.569,3.393,2.053
840991,0.434,9.193,9.316,9.095,-0.194,-0.051,-0.380,0.002,0.067,0.000,0.014,0.311,0.001,-9.410,-9.190,-9.627,-0.810,-0.257,-1.336,0.732,0.929,0.495,3.475,4.085,2.420
840996,0.487,9.097,9.220,9.010,-0.919,-0.689,-1.231,0.001,0.029,0.000,0.018,0.277,0.001,-10.047,-9.761,-10.373,-0.820,-0.283,-1.393,0.382,0.588,0.178,3.746,4.481,2.877
840998,0.114,8.531,8.542,8.516,-4.219,-3.363,-6.186,0.000,0.003,0.000,0.014,0.087,0.002,-12.740,-11.871,-14.722,-0.924,-0.831,-1.059,0.071,0.144,0.023,11.348,11.375,11.047
841039,0.229,9.070,9.103,9.036,-1.645,-1.398,-1.944,0.000,0.002,0.000,0.008,0.051,0.001,-10.713,-10.467,-11.009,-0.563,-0.470,-0.671,0.037,0.078,0.013,5.556,6.051,5.048
841056,0.799,9.670,9.745,9.575,0.419,0.565,0.256,0.002,0.031,0.000,0.015,0.220,0.001,-9.260,-9.060,-9.436,-0.328,-0.057,-0.718,0.479,0.686,0.297,2.908,3.350,2.376
841061,0.371,9.109,9.194,9.024,-1.160,-0.917,-1.425,0.001,0.016,0.000,0.013,0.176,0.001,-10.281,-9.974,-10.575,-1.052,-0.697,-1.427,0.438,0.568,0.301,4.767,5.434,4.045
841062,0.687,9.117,9.191,9.033,-0.675,-0.403,-0.915,0.001,0.012,0.000,0.009,0.140,0.001,-9.801,-9.465,-10.080,-0.359,-0.095,-0.723,0.262,0.456,0.113,3.793,4.425,3.178
841072,0.680,11.516,11.538,11.493,-0.722,-0.256,-1.698,0.000,0.001,0.000,0.004,0.024,0.001,-12.238,-11.763,-13.212,-0.393,-0.271,-0.505,0.364,0.422,0.303,4.914,5.303,4.622
841073,0.592,10.284,10.320,10.245,0.407,0.535,0.285,0.000,0.003,0.000,0.006,0.039,0.001,-9.879,-9.729,-10.016,-0.494,-0.337,-0.649,0.261,0.346,0.169,3.930,4.286,3.551
841101,0.690,11.376,11.388,11.361,-2.471,-1.397,-5.368,0.000,0.002,0.000,0.004,0.032,0.001,-13.846,-12.753,-16.749,-0.329,-0.207,-0.445,0.152,0.211,0.093,6.873,6.874,6.833
841107,0.688,9.373,9.461,9.221,-0.331,-0.024,-0.643,0.001,0.022,0.000,0.007,0.148,0.000,-9.713,-9.250,-10.083,-0.299,0.024,-0.798,0.766,0.992,0.577,3.498,4.118,2.728
841109,0.407,9.373,9.424,9.325,-0.284,-0.184,-0.386,0.000,0.005,0.000,0.005,0.081,0.001,-9.658,-9.550,-9.771,-0.759,-0.620,-0.905,0.102,0.160,0.055,4.244,4.808,3.698
841171,0.341,10.028,10.098,9.974,0.335,0.620,0.205,0.032,0.079,0.013,0.190,0.358,0.096,-9.717,-9.397,-9.822,-0.476,-0.257,-0.667,0.994,1.104,0.814,5.017,5.496,4.617
841188,0.229,8.909,8.999,8.818,-0.883,-0.709,-1.120,0.002,0.014,0.000,0.020,0.173,0.001,-9.788,-9.564,-10.073,-1.163,-0.849,-1.488,0.277,0.385,0.185,4.758,5.341,4.019
841190,0.278,8.744,8.909,8.557,-0.280,-0.085,-0.436,0.010,0.024,0.001,0.124,0.267,0.012,-9.070,-8.643,-9.302,-0.848,-0.575,-1.208,0.173,0.254,0.108,3.913,5.441,3.058
841211,0.669,9.651,9.691,9.606,-1.043,-0.662,-1.401,0.001,0.014,0.000,0.015,0.170,0.001,-10.700,-10.281,-11.069,-0.295,-0.086,-0.585,0.258,0.446,0.117,4.322,4.770,3.887
841237,0.723,10.698,10.743,10.659,0.993,1.184,0.790,0.001,0.007,0.000,0.005,0.047,0.000,-9.700,-9.489,-9.942,0.126,0.169,0.040,1.046,1.133,0.965,3.313,3.636,2.978
841243,0.476,9.375,9.448,9.300,-0.458,-0.297,-0.618,0.000,0.009,0.000,0.008,0.123,0.001,-9.843,-9.652,-10.020,-0.838,-0.590,-1.156,0.157,0.251,0.085,3.648,4.263,2.936
841247,0.683,9.916,9.986,9.831,0.222,0.487,-0.018,0.002,0.015,0.000,0.012,0.108,0.001,-9.701,-9.365,-9.991,-0.630,-0.127,-1.048,0.796,1.060,0.556,3.060,3.634,2.211
841248,0.763,9.895,9.953,9.775,0.646,0.887,0.508,1.192,1.460,0.843,0.895,0.919,0.842,-9.264,-8.888,-9.422,-1.112,-0.905,-1.497,0.286,0.390,0.219,3.151,3.361,2.930
841253,0.658,10.213,10.259,10.158,1.101,1.174,0.971,0.000,0.000,0.000,0.001,0.003,0.000,-9.119,-9.026,-9.241,-0.556,-0.446,-0.674,0.756,0.827,0.704,3.341,3.604,2.871
841259,0.732,9.315,9.406,9.191,-0.932,-0.242,-1.833,0.003,0.078,0.000,0.024,0.445,0.001,-10.267,-9.473,-11.192,-0.916,-0.454,-1.397,0.710,0.982,0.420,3.726,4.458,2.801
841284,0.700,9.393,9.472,9.308,-0.182,-0.022,-0.335,0.001,0.013,0.000,0.016,0.201,0.001,-9.575,-9.381,-9.765,-0.789,-0.521,-1.082,0.109,0.228,0.039,3.102,3.681,2.394
841336,0.487,9.489,9.528,9.449,-0.773,-0.602,-0.930,0.001,0.006,0.000,0.008,0.070,0.001,-10.263,-10.074,-10.440,-0.683,-0.495,-0.945,0.286,0.422,0.159,5.301,5.976,4.843
841348,0.351,10.122,10.150,10.093,-0.313,-0.195,-0.430,0.001,0.002,0.000,0.007,0.022,0.002,-10.436,-10.312,-10.555,-0.385,-0.298,-0.452,0.330,0.384,0.278,7.097,7.531,6.314
841360,0.200,9.528,9.556,9.500,-0.303,-0.093,-0.485,0.000,0.005,0.000,0.006,0.076,0.001,-9.831,-9.610,-10.022,-0.359,-0.230,-0.487,0.189,0.277,0.111,5.726,6.258,5.271
841387,0.342,9.605,9.669,9.547,-0.209,-0.099,-0.317,0.001,0.007,0.000,0.009,0.097,0.001,-9.824,-9.680,-9.947,-0.958,-0.746,-1.183,0.199,0.275,0.129,4.431,5.008,3.820
841394,0.635,9.398,9.453,9.337,-0.406,-0.201,-0.589,0.000,0.004,0.000,0.006,0.058,0.001,-9.809,-9.563,-10.019,-0.250,-0.027,-0.530,0.119,0.232,0.043,3.706,4.275,3.140
841396,0.485,9.330,9.398,9.260,-0.506,-0.361,-0.660,0.001,0.016,0.000,0.012,0.208,0.001,-9.841,-9.671,-10.009,-0.982,-0.727,-1.293,0.149,0.264,0.066,3.981,4.529,3.393
841445,0.639,10.271,10.331,10.193,0.577,0.835,0.220,0.001,0.007,0.000,0.008,0.049,0.001,-9.718,-9.382,-10.083,-0.929,-0.666,-1.066,1.375,1.488,1.238,2.709,3.247,2.172
841446,0.404,9.249,9.322,9.163,-0.284,-0.180,-0.396,0.001,0.014,0.000,0.014,0.127,0.001,-9.535,-9.393,-9.672,-0.994,-0.782,-1.268,0.245,0.311,0.173,3.620,4.315,2.796
841455,0.362,8.654,8.714,8.600,-1.393,-1.142,-1.782,0.001,0.025,0.000,0.008,0.258,0.001,-10.059,-9.782,-10.463,0.011,0.128,-0.158,0.325,0.435,0.185,2.108,2.954,1.324
841460,0.423,9.709,9.779,9.636,0.838,0.932,0.756,0.000,0.002,0.000,0.003,0.016,0.001,-8.882,-8.725,-9.001,-0.359,-0.256,-0.464,0.231,0.261,0.201,3.287,3.909,2.714
841483,0.250,10.034,10.069,9.999,0.328,0.496,0.062,0.000,0.002,0.000,0.002,0.021,0.000,-9.707,-9.517,-9.978,-0.301,-0.159,-0.490,0.722,0.811,0.640,5.048,5.485,4.591
841485,0.341,9.159,9.210,9.111,-0.700,-0.581,-0.861,0.000,0.002,0.000,0.011,0.086,0.002,-9.865,-9.748,-9.993,-1.094,-0.959,-1.261,0.023,0.054,0.007,5.269,5.819,4.688
841487,0.309,10.214,10.250,10.191,-1.949,-1.342,-3.306,0.000,0.002,0.000,0.005,0.036,0.001,-12.168,-11.559,-13.536,-0.739,-0.625,-0.861,0.237,0.299,0.177,6.555,7.581,6.110
841490,0.649,9.694,9.758,9.627,-1.412,-0.980,-2.114,0.002,0.033,0.000,0.033,0.341,0.001,-11.127,-10.649,-11.819,-0.794,-0.464,-1.124,0.411,0.581,0.236,4.390,4.962,3.838
841500,0.713,11.204,11.222,11.177,0.179,0.355,0.022,0.000,0.002,0.000,0.003,0.027,0.000,-11.015,-10.847,-11.171,-0.466,-0.267,-0.609,0.465,0.543,0.372,6.398,6.545,6.112
841503,0.619,11.154,11.179,11.133,0.592,0.694,0.506,0.000,0.002,0.000,0.001,0.017,0.000,-10.565,-10.452,-10.660,-0.261,-0.100,-0.423,0.528,0.621,0.417,4.965,5.433,4.736
841508,0.579,10.430,10.473,10.385,-0.479,-0.186,-0.899,0.000,0.003,0.000,0.003,0.026,0.000,-10.914,-10.591,-11.363,-0.620,-0.393,-0.827,0.954,1.060,0.835,4.815,5.224,4.416
841512,0.493,10.667,10.766,10.628,-0.756,-0.451,-1.394,0.001,0.009,0.000,0.006,0.084,0.001,-11.459,-11.120,-12.080,-0.431,-0.228,-0.598,0.805,0.881,0.718,5.458,7.582,5.047
841527,0.383,10.907,10.935,10.838,-1.002,-0.807,-1.343,0.001,0.003,0.000,0.018,0.047,0.007,-11.909,-11.695,-12.242,0.041,0.084,-0.082,0.110,0.239,0.047,8.365,8.728,6.710
841539,0.361,9.146,9.208,9.089,-0.410,-0.262,-0.560,0.000,0.007,0.000,0.008,0.111,0.001,-9.567,-9.396,-9.723,-0.705,-0.494,-0.923,0.178,0.268,0.092,4.293,5.091,3.701
841544,0.333,9.110,9.183,9.041,-1.135,-0.941,-1.348,0.001,0.005,0.000,0.011,0.071,0.001,-10.267,-10.038,-10.472,-0.944,-0.737,-1.192,0.229,0.326,0.143,5.137,5.943,4.354
841557,0.609,10.793,10.825,10.755,0.497,0.621,0.384,0.000,0.004,0.000,0.005,0.041,0.001,-10.300,-10.150,-10.423,-0.249,-0.071,-0.411,0.787,0.883,0.686,4.342,4.738,4.030
841577,0.362,9.582,9.602,9.564,-3.282,-2.477,-5.238,0.000,0.001,0.000,0.003,0.021,0.001,-12.867,-12.056,-14.828,-1.964,-1.942,-1.975,0.288,0.311,0.267,6.200,6.639,5.799
841589,0.303,8.954,9.002,8.902,-1.042,-0.900,-1.171,0.001,0.005,0.000,0.013,0.098,0.001,-9.991,-9.853,-10.132,-1.099,-0.925,-1.301,0.092,0.155,0.040,5.584,6.343,4.996
841595,0.750,9.721,9.803,9.642,0.289,0.437,0.134,0.001,0.016,0.000,0.009,0.119,0.001,-9.438,-9.231,-9.640,-0.712,-0.362,-1.009,0.649,0.794,0.469,2.963,3.428,2.435
841597,0.620,9.201,9.289,9.102,-1.310,-0.838,-1.907,0.002,0.043,0.000,0.032,0.399,0.001,-10.533,-9.996,-11.137,-0.931,-0.536,-1.407,0.274,0.481,0.111,3.870,4.556,2.915
841603,0.728,9.820,9.916,9.732,0.685,0.848,0.540,0.000,0.004,0.000,0.002,0.026,0.000,-9.144,-8.889,-9.377,-0.406,-0.180,-0.622,0.844,0.987,0.696,3.418,3.802,2.966
841613,0.646,9.145,9.208,9.079,-0.726,-0.508,-0.927,0.001,0.006,0.000,0.011,0.113,0.001,-9.879,-9.625,-10.098,-0.759,-0.541,-1.045,0.105,0.227,0.035,3.821,4.312,3.290
841633,0.627,9.746,9.816,9.682,-0.080,0.138,-0.281,0.001,0.010,0.000,0.009,0.094,0.001,-9.839,-9.577,-10.060,-0.621,-0.266,-1.026,0.557,0.762,0.321,3.845,4.346,3.315
841636,0.524,10.318,10.358,10.271,0.701,0.843,0.558,0.002,0.015,0.000,0.017,0.124,0.001,-9.617,-9.447,-9.786,0.001,0.117,-0.195,0.409,0.551,0.320,3.727,4.141,3.349
841637,0.450,9.918,9.982,9.835,0.383,0.527,0.262,0.000,0.009,0.000,0.004,0.091,0.000,-9.537,-9.344,-9.690,-0.792,-0.571,-1.025,0.364,0.449,0.273,3.828,4.311,3.248
841650,0.524,9.092,9.170,9.017,-1.040,-0.754,-1.325,0.001,0.010,0.000,0.010,0.122,0.001,-10.140,-9.820,-10.438,-0.972,-0.644,-1.371,0.316,0.487,0.149,4.266,4.904,3.582
841660,0.469,9.966,9.982,9.953,-3.059,-2.165,-5.010,0.000,0.001,0.000,0.003,0.023,0.001,-13.027,-12.133,-14.973,-1.969,-1.953,-1.977,0.293,0.308,0.276,5.617,5.999,5.321
841672,0.720,9.320,9.422,9.227,-0.029,0.130,-0.196,0.001,0.006,0.000,0.007,0.081,0.001,-9.358,-9.137,-9.585,-0.673,-0.206,-1.046,0.189,0.358,0.089,2.811,3.459,2.061
841684,0.502,10.180,10.209,10.159,-2.259,-1.539,-3.686,0.000,0.004,0.000,0.007,0.070,0.001,-12.440,-11.716,-13.879,-0.538,-0.393,-0.708,0.190,0.291,0.100,5.765,6.367,5.368
841703,0.749,10.105,10.149,10.050,-1.119,-0.469,-1.970,0.001,0.012,0.000,0.013,0.157,0.001,-11.233,-10.539,-12.087,-0.541,-0.310,-0.797,0.406,0.575,0.257,4.207,4.747,3.737
841714,0.442,9.301,9.338,9.260,-0.706,-0.599,-0.825,0.000,0.003,0.000,0.010,0.068,0.001,-10.004,-9.894,-10.128,-1.243,-1.087,-1.420,0.051,0.101,0.018,4.897,5.309,4.478
841716,0.671,10.961,10.985,10.940,-1.036,-0.678,-1.870,0.000,0.002,0.000,0.005,0.037,0.001,-11.999,-11.634,-12.835,-0.300,-0.125,-0.429,0.297,0.374,0.218,5.056,5.534,4.702
841717,0.763,10.401,10.439,10.351,1.030,1.216,0.935,0.002,0.055,0.000,0.016,0.233,0.001,-9.361,-9.174,-9.475,0.136,0.172,0.068,0.894,0.990,0.814,3.180,3.483,2.876
841737,0.733,9.422,9.507,9.303,-0.257,0.030,-0.551,0.001,0.029,0.000,0.011,0.200,0.001,-9.686,-9.289,-10.025,-0.475,-0.134,-0.939,0.630,0.863,0.413,3.419,3.992,2.763
841755,0.370,9.243,9.321,9.170,-0.297,-0.211,-0.383,0.001,0.009,0.000,0.023,0.159,0.002,-9.547,-9.429,-9.645,-0.996,-0.809,-1.248,0.069,0.110,0.036,4.875,5.630,4.099
841761,0.350,10.068,10.091,10.046,-2.057,-1.517,-3.253,0.000,0.002,0.000,0.006,0.051,0.001,-12.124,-11.582,-13.319,-0.562,-0.458,-0.695,0.109,0.183,0.050,6.216,6.720,5.817
841764,0.251,8.989,9.050,8.906,-2.535,-2.034,-3.394,0.002,0.020,0.000,0.034,0.291,0.002,-11.514,-10.986,-12.390,-0.663,-0.514,-0.869,0.211,0.337,0.106,5.940,6.824,4.934
841767,0.723,10.330,10.396,10.274,1.162,1.296,0.950,0.003,0.013,0.000,0.027,0.095,0.001,-9.167,-8.981,-9.444,-0.266,-0.008,-0.374,0.813,0.896,0.638,3.419,3.667,3.175
841771,0.320,10.766,10.790,10.744,-0.253,-0.044,-0.489,0.000,0.001,0.000,0.002,0.012,0.000,-11.023,-10.804,-11.259,-0.051,0.064,-0.155,0.718,0.791,0.620,6.323,6.827,5.959
841785,0.711,9.445,9.551,9.324,0.131,0.274,-0.063,0.002,0.044,0.000,0.018,0.234,0.001,-9.326,-9.095,-9.570,-0.817,-0.419,-1.222,0.608,0.772,0.380,3.496,4.012,2.764
841808,0.522,9.347,9.418,9.260,-0.613,-0.317,-0.888,0.122,0.184,0.081,0.577,0.738,0.425,-9.966,-9.580,-10.285,-0.897,-0.718,-1.094,0.330,0.453,0.203,4.426,5.087,3.750
841814,0.598,10.137,10.172,10.098,0.550,0.687,0.417,0.000,0.002,0.000,0.003,0.028,0.000,-9.585,-9.443,-9.730,-0.544,-0.348,-0.709,0.238,0.328,0.136,4.030,4.426,3.659
841820,0.699,9.136,9.215,9.025,-1.186,-0.611,-1.974,0.001,0.018,0.000,0.010,0.168,0.001,-10.325,-9.663,-11.159,-0.440,-0.083,-0.940,0.555,0.815,0.301,3.819,4.490,3.020
841829,0.423,9.332,9.393,9.272,-0.519,-0.408,-0.629,0.001,0.010,0.000,0.011,0.120,0.001,-9.855,-9.723,-9.981,-0.960,-0.763,-1.249,0.162,0.243,0.098,4.567,5.137,3.956
841839,0.373,9.315,9.362,9.272,-0.364,-0.229,-0.506,0.001,0.010,0.000,0.010,0.100,0.001,-9.685,-9.535,-9.835,-0.587,-0.410,-0.773,0.374,0.470,0.274,4.649,5.155,4.178
841871,0.606,9.713,9.724,9.700,-1.124,-0.447,-2.638,0.000,0.001,0.000,0.001,0.007,0.000,-10.837,-10.154,-12.353,-1.966,-1.948,-1.976,1.000,1.020,0.980,0.560,0.640,0.548
841872,0.230,9.515,9.558,9.475,-0.220,-0.020,-0.377,0.002,0.014,0.000,0.024,0.214,0.003,-9.739,-9.513,-9.903,-0.721,-0.541,-0.910,0.179,0.277,0.104,5.233,5.656,4.712
841873,0.502,10.586,10.623,10.550,0.747,0.858,0.606,0.023,0.087,0.000,0.124,0.395,0.002,-9.840,-9.705,-10.002,-0.066,0.062,-0.205,0.722,0.806,0.632,4.583,5.012,4.238
841879,0.376,9.913,9.929,9.891,-0.872,-0.687,-1.112,0.001,0.007,0.000,0.012,0.085,0.001,-10.783,-10.592,-11.022,-0.726,-0.616,-0.833,0.306,0.376,0.233,5.778,6.113,5.519
841888,0.410,9.081,9.130,9.035,-1.724,-1.404,-2.171,0.000,0.003,0.000,0.006,0.049,0.001,-10.808,-10.475,-11.265,-1.057,-0.823,-1.329,0.258,0.384,0.135,5.628,6.349,5.087
841908,0.365,9.333,9.403,9.273,-0.327,-0.222,-0.418,0.002,0.014,0.000,0.016,0.115,0.001,-9.662,-9.535,-9.778,-0.787,-0.600,-1.009,0.262,0.327,0.200,4.890,5.548,4.187
841930,0.691,9.524,9.583,9.446,0.031,0.224,-0.210,0.080,0.236,0.023,0.640,0.843,0.293,-9.483,-9.282,-9.758,-0.947,-0.717,-1.190,0.115,0.274,0.033,3.650,4.094,3.042
841932,0.196,10.083,10.117,10.048,0.224,0.348,0.095,0.094,0.123,0.068,0.454,0.525,0.378,-9.858,-9.731,-9.996,-0.445,-0.343,-0.544,0.439,0.504,0.381,6.215,6.930,5.711
841945,0.369,9.719,9.753,9.674,0.387,0.496,0.163,0.002,0.024,0.000,0.012,0.128,0.000,-9.339,-9.186,-9.573,-0.144,-0.001,-0.317,0.743,0.871,0.606,4.351,4.698,3.867
841967,0.448,9.198,9.261,9.142,-0.624,-0.453,-0.802,0.000,0.005,0.000,0.006,0.072,0.001,-9.828,-9.648,-10.007,-0.721,-0.522,-1.036,0.201,0.345,0.092,4.784,5.654,4.216
841980,0.109,9.420,9.452,9.390,-1.110,-0.955,-1.247,0.001,0.005,0.000,0.009,0.078,0.001,-10.531,-10.368,-10.678,-0.585,-0.474,-0.695,0.174,0.227,0.126,6.700,7.214,6.279
841996,0.285,8.576,8.662,8.488,-2.289,-1.720,-3.154,0.001,0.009,0.000,0.007,0.104,0.001,-10.859,-10.260,-11.765,-1.204,-0.756,-1.630,0.575,0.766,0.367,5.893,6.850,5.035
842002,0.700,10.943,11.012,10.920,-1.300,-0.812,-2.562,0.001,0.010,0.000,0.025,0.174,0.003,-12.261,-11.770,-13.518,-0.361,-0.230,-0.486,0.201,0.255,0.138,4.823,6.181,4.518
842005,0.259,10.776,10.800,10.756,-1.087,-0.855,-1.370,0.000,0.001,0.000,0.004,0.020,0.001,-11.865,-11.627,-12.163,0.004,0.083,-0.079,0.164,0.221,0.105,6.948,7.702,6.490
