# objname, z, logm_median, logm_errup, logm_errdown, logsfr_median, logsfr_errup, logsfr_errdown, fagn_median, fagn_errup, fagn_errdown, fmir_median, fmir_errup, fmir_errdown, ssfr_100_median, ssfr_100_errup, ssfr_100_errdown, massmet_2_median, massmet_2_errup, massmet_2_errdown, dust2_median, dust2_errup, dust2_errdown, avg_age_median, avg_age_errup, avg_age_errdown 
218604,0.380,11.155,11.163,11.146,-2.052,-1.241,-4.462,0.000,0.001,0.000,0.003,0.012,0.001,-13.204,-12.393,-15.622,-0.267,-0.190,-0.354,0.074,0.118,0.033,8.882,8.887,8.839
219965,0.096,10.072,10.086,10.059,-0.574,-0.492,-0.679,0.000,0.000,0.000,0.001,0.002,0.000,-10.646,-10.568,-10.749,-0.289,-0.251,-0.327,0.189,0.219,0.164,8.284,8.662,7.997
220358,0.620,9.136,9.217,9.049,-0.722,-0.501,-0.944,0.001,0.007,0.000,0.012,0.133,0.001,-9.868,-9.622,-10.088,-0.959,-0.676,-1.288,0.108,0.223,0.038,3.617,4.181,2.972
220511,0.737,9.389,9.520,9.238,0.156,0.310,-0.006,0.058,0.145,0.019,0.368,0.573,0.154,-9.211,-8.973,-9.496,-1.021,-0.559,-1.482,0.347,0.500,0.206,2.918,3.490,2.167
220525,0.362,9.042,9.105,8.948,-0.973,-0.803,-1.139,0.001,0.017,0.000,0.018,0.214,0.001,-10.003,-9.800,-10.202,-1.493,-1.214,-1.736,0.166,0.241,0.093,4.508,5.160,3.639
220553,0.569,9.381,9.462,9.283,-0.452,-0.177,-0.733,0.001,0.023,0.000,0.014,0.192,0.001,-9.840,-9.506,-10.140,-0.899,-0.525,-1.341,0.517,0.702,0.333,4.024,4.593,3.396
220567,0.421,9.224,9.274,9.175,-0.322,-0.206,-0.422,0.001,0.005,0.000,0.010,0.077,0.001,-9.549,-9.416,-9.662,-0.496,-0.318,-0.690,0.135,0.210,0.072,3.943,4.395,3.407
220641,0.230,11.304,11.313,11.295,-0.066,0.083,-0.197,0.000,0.001,0.000,0.002,0.010,0.001,-11.370,-11.221,-11.502,-0.201,-0.158,-0.239,0.217,0.242,0.195,9.963,10.058,9.810
220671,0.591,10.105,10.149,10.067,-0.966,-0.717,-1.304,0.001,0.012,0.000,0.012,0.168,0.001,-11.076,-10.818,-11.415,-0.210,0.028,-0.496,0.380,0.527,0.225,4.682,5.304,4.256
220809,0.656,9.752,9.821,9.687,0.087,0.206,-0.026,0.001,0.011,0.000,0.012,0.151,0.001,-9.679,-9.523,-9.807,-1.138,-0.952,-1.383,0.096,0.165,0.047,3.631,4.165,3.173
220815,0.557,9.653,9.700,9.579,0.080,0.239,-0.074,0.003,0.025,0.000,0.027,0.187,0.003,-9.573,-9.359,-9.752,-0.302,-0.008,-0.606,0.518,0.704,0.334,3.640,4.065,3.074
220831,0.358,8.972,9.093,8.806,-0.817,-0.536,-1.122,0.003,0.036,0.000,0.031,0.282,0.002,-9.810,-9.356,-10.209,-0.664,-0.291,-1.105,0.491,0.608,0.359,4.362,5.253,3.047
220856,0.171,8.904,8.927,8.877,-3.489,-2.774,-5.037,0.000,0.001,0.000,0.002,0.009,0.000,-12.386,-11.673,-13.947,-1.944,-1.896,-1.968,0.523,0.563,0.494,7.261,7.780,6.690
220929,0.660,9.727,9.798,9.648,0.120,0.263,-0.033,0.007,0.083,0.001,0.054,0.387,0.007,-9.625,-9.431,-9.800,-1.038,-0.815,-1.334,0.573,0.727,0.388,2.669,3.476,1.682
220934,0.472,8.966,9.050,8.879,-0.863,-0.612,-1.149,0.015,0.091,0.000,0.167,0.615,0.003,-9.835,-9.543,-10.134,-1.193,-0.835,-1.594,0.302,0.475,0.134,4.321,5.023,3.624
220942,0.706,9.359,9.431,9.276,-0.097,0.020,-0.203,0.001,0.010,0.000,0.020,0.165,0.002,-9.464,-9.280,-9.606,-0.663,-0.476,-0.870,0.069,0.139,0.024,3.584,4.089,3.083
220963,0.364,9.201,9.311,9.166,-3.158,-2.402,-4.890,0.000,0.001,0.000,0.004,0.026,0.001,-12.384,-11.604,-14.127,-1.939,-1.888,-1.967,0.294,0.348,0.212,6.402,8.996,5.758
220984,0.230,8.649,8.693,8.602,-1.682,-1.486,-1.877,0.001,0.006,0.000,0.019,0.146,0.002,-10.328,-10.126,-10.532,-1.705,-1.522,-1.853,0.057,0.111,0.020,5.713,6.309,5.129
220997,0.670,9.959,10.040,9.898,0.438,0.604,0.290,0.001,0.008,0.000,0.012,0.079,0.001,-9.538,-9.338,-9.695,-0.759,-0.377,-1.021,0.455,0.583,0.276,3.380,3.887,2.912
221011,0.471,10.957,11.024,10.915,-2.123,-1.375,-3.774,0.001,0.006,0.000,0.022,0.100,0.003,-13.097,-12.325,-14.732,-0.212,-0.125,-0.314,0.181,0.244,0.122,6.745,8.168,5.766
221020,0.584,9.924,10.024,9.760,-0.113,0.402,-0.565,0.002,0.050,0.000,0.011,0.267,0.000,-10.054,-9.373,-10.575,-0.815,-0.454,-1.107,1.331,1.483,1.137,3.876,4.508,3.051
221063,0.676,9.381,9.529,9.272,0.178,0.361,-0.059,0.004,0.043,0.000,0.057,0.426,0.003,-9.234,-9.002,-9.466,-0.983,-0.560,-1.501,0.326,0.588,0.136,3.012,3.625,2.270
221071,0.221,8.709,8.778,8.650,-1.095,-0.885,-1.264,0.004,0.026,0.000,0.062,0.393,0.003,-9.797,-9.622,-9.964,-1.170,-0.944,-1.462,0.117,0.212,0.043,5.594,6.241,5.008
221073,0.482,8.876,8.971,8.822,-0.163,-0.077,-0.321,0.000,0.001,0.000,0.001,0.006,0.001,-9.033,-8.919,-9.266,0.024,0.110,-0.071,0.292,0.324,0.259,1.937,2.387,1.421
221163,0.694,9.702,9.742,9.647,1.125,1.178,0.832,0.000,0.000,0.000,0.000,0.001,0.000,-8.573,-8.500,-8.689,-1.158,-0.179,-1.244,0.980,1.021,0.648,2.585,2.775,2.313
221193,0.685,10.553,10.596,10.527,-1.498,-0.991,-2.572,0.000,0.005,0.000,0.004,0.068,0.000,-12.070,-11.542,-13.150,-0.091,0.059,-0.260,0.336,0.445,0.234,4.940,5.686,4.543
221195,0.652,9.666,9.680,9.652,-2.357,-1.478,-4.300,0.000,0.001,0.000,0.001,0.004,0.000,-12.024,-11.142,-13.966,-1.965,-1.944,-1.975,1.565,1.595,1.534,0.559,0.640,0.542
221213,0.755,10.582,10.607,10.550,-1.862,-1.225,-3.425,0.001,0.015,0.000,0.016,0.207,0.001,-12.449,-11.800,-14.005,0.007,0.126,-0.202,0.208,0.334,0.103,4.486,4.843,4.147
221236,0.119,8.206,8.236,8.176,-3.944,-3.250,-5.416,0.000,0.002,0.000,0.003,0.019,0.000,-12.151,-11.451,-13.612,-1.916,-1.823,-1.960,0.732,0.784,0.686,7.533,8.169,6.962
221239,0.353,9.783,9.802,9.764,-2.433,-1.699,-3.860,0.000,0.003,0.000,0.006,0.053,0.001,-12.220,-11.481,-13.644,-0.644,-0.535,-0.755,0.189,0.252,0.132,6.305,6.745,5.933
221304,0.218,8.742,8.807,8.673,-1.501,-1.279,-1.734,0.008,0.031,0.000,0.117,0.415,0.005,-10.251,-10.012,-10.482,-1.110,-0.901,-1.386,0.159,0.269,0.071,5.402,6.052,4.643
221310,0.690,10.765,10.819,10.722,-1.854,-1.201,-3.554,0.001,0.008,0.000,0.015,0.141,0.001,-12.628,-11.963,-14.318,-0.209,-0.076,-0.335,0.165,0.238,0.101,5.194,6.387,4.520
221319,0.658,9.788,9.856,9.720,-1.322,-0.802,-2.035,0.001,0.022,0.000,0.017,0.268,0.001,-11.129,-10.558,-11.849,-0.440,-0.129,-0.872,0.318,0.510,0.156,4.074,4.647,3.429
221331,0.505,9.449,9.535,9.377,-0.220,-0.053,-0.374,0.000,0.007,0.000,0.006,0.083,0.001,-9.680,-9.494,-9.840,-0.864,-0.548,-1.223,0.231,0.370,0.115,3.686,4.192,3.074
221366,0.340,9.910,9.974,9.878,-3.348,-2.431,-5.469,0.000,0.001,0.000,0.003,0.018,0.001,-13.273,-12.349,-15.401,-1.950,-1.912,-1.971,0.203,0.226,0.163,7.176,8.660,6.412
221370,0.481,9.461,9.502,9.412,-0.628,-0.461,-0.764,0.000,0.004,0.000,0.008,0.104,0.001,-10.080,-9.918,-10.230,-1.547,-1.365,-1.736,0.088,0.153,0.035,4.506,4.914,4.021
221385,0.667,9.464,9.578,9.328,0.323,0.389,0.257,0.000,0.002,0.000,0.001,0.009,0.000,-9.154,-8.972,-9.301,-1.236,-0.953,-1.581,0.352,0.422,0.270,3.204,3.542,2.564
221404,0.666,9.742,9.828,9.651,0.507,0.728,0.353,0.001,0.007,0.000,0.005,0.056,0.001,-9.233,-8.979,-9.423,-0.980,-0.699,-1.248,0.624,0.760,0.475,3.119,3.555,2.599
221513,0.546,9.752,9.812,9.692,-0.110,0.044,-0.258,0.000,0.002,0.000,0.002,0.023,0.000,-9.863,-9.700,-10.022,-0.913,-0.716,-1.197,0.229,0.359,0.120,3.667,4.077,3.157
221560,0.353,9.470,9.528,9.424,-0.351,-0.253,-0.463,0.000,0.002,0.000,0.002,0.023,0.000,-9.835,-9.723,-9.937,-0.409,-0.107,-0.587,0.351,0.432,0.211,5.720,6.558,5.028
221609,0.493,9.642,9.694,9.586,-0.660,-0.452,-0.866,0.001,0.005,0.000,0.008,0.068,0.001,-10.308,-10.063,-10.533,-0.958,-0.724,-1.238,0.285,0.398,0.173,4.678,5.127,4.236
221626,0.336,8.953,9.006,8.895,-0.750,-0.611,-0.870,0.001,0.006,0.000,0.018,0.174,0.002,-9.704,-9.547,-9.841,-0.728,-0.574,-0.903,0.033,0.089,0.009,4.722,5.344,4.106
221627,0.340,10.070,10.183,10.037,-1.657,-1.089,-2.770,0.001,0.010,0.000,0.024,0.177,0.002,-11.763,-11.140,-12.924,-0.714,-0.579,-0.874,0.211,0.285,0.134,6.694,9.080,5.999
221630,0.330,10.314,10.337,10.290,-1.790,-1.263,-2.927,0.000,0.001,0.000,0.003,0.024,0.001,-12.103,-11.570,-13.251,-0.334,-0.218,-0.466,0.231,0.313,0.159,6.479,6.934,6.055
221657,0.302,8.745,8.799,8.691,-2.578,-1.954,-3.702,0.000,0.004,0.000,0.005,0.060,0.001,-11.324,-10.666,-12.487,-1.695,-1.412,-1.877,0.400,0.502,0.293,6.461,7.538,5.673
221674,0.759,9.400,9.498,9.267,0.122,0.334,-0.070,0.001,0.012,0.000,0.005,0.117,0.000,-9.282,-8.984,-9.526,-1.115,-0.844,-1.364,0.238,0.380,0.149,2.553,3.102,1.605
221685,0.505,9.107,9.223,8.960,-0.119,0.061,-0.315,0.001,0.013,0.000,0.016,0.128,0.001,-9.234,-8.935,-9.491,-0.995,-0.699,-1.488,0.239,0.363,0.146,2.073,2.948,0.919
221687,0.359,8.959,9.014,8.895,-1.146,-0.965,-1.327,0.001,0.010,0.000,0.011,0.145,0.001,-10.105,-9.913,-10.287,-1.297,-1.026,-1.597,0.173,0.269,0.085,4.898,5.436,4.343
221713,0.451,10.036,10.092,9.989,0.828,0.878,0.767,0.000,0.004,0.000,0.002,0.029,0.000,-9.211,-9.130,-9.305,-0.462,-0.265,-0.642,0.667,0.729,0.604,2.592,3.259,1.850
221722,0.365,9.205,9.278,9.117,-0.786,-0.633,-0.936,0.001,0.014,0.000,0.012,0.145,0.001,-9.996,-9.789,-10.175,-0.893,-0.647,-1.187,0.282,0.381,0.186,4.874,5.472,4.074
221734,0.542,10.339,10.380,10.292,0.615,0.760,0.490,0.000,0.004,0.000,0.004,0.041,0.000,-9.725,-9.552,-9.876,-0.274,-0.074,-0.485,0.261,0.375,0.140,3.760,4.134,3.323
221761,0.554,9.488,9.552,9.411,0.001,0.093,-0.083,0.000,0.001,0.000,0.006,0.052,0.001,-9.482,-9.385,-9.573,-1.492,-1.273,-1.693,0.020,0.045,0.006,3.646,4.197,3.075
221836,0.537,9.338,9.399,9.269,-0.398,-0.238,-0.551,0.001,0.006,0.000,0.008,0.084,0.001,-9.741,-9.555,-9.905,-0.976,-0.760,-1.249,0.160,0.262,0.073,3.935,4.475,3.364
221854,0.230,10.920,10.933,10.892,-1.643,-1.288,-2.380,0.000,0.001,0.000,0.005,0.022,0.001,-12.554,-12.196,-13.304,-0.232,-0.165,-0.301,0.159,0.214,0.112,9.900,10.133,9.249
221865,0.543,9.277,9.346,9.211,-0.410,-0.217,-0.613,0.001,0.007,0.000,0.007,0.070,0.001,-9.697,-9.476,-9.913,-0.706,-0.266,-1.111,0.379,0.576,0.193,3.507,4.057,2.903
221880,0.214,8.772,8.795,8.739,-3.430,-2.735,-4.827,0.000,0.002,0.000,0.004,0.033,0.001,-12.201,-11.493,-13.609,-1.939,-1.884,-1.967,0.343,0.394,0.305,6.847,7.355,6.287
221913,0.430,9.838,9.907,9.767,0.637,0.749,0.528,0.000,0.009,0.000,0.002,0.090,0.000,-9.213,-9.038,-9.357,-0.406,-0.240,-0.627,0.275,0.365,0.211,3.382,4.011,2.550
221922,0.702,9.940,9.997,9.870,0.037,0.240,-0.174,0.001,0.006,0.000,0.005,0.047,0.000,-9.910,-9.654,-10.146,-0.317,0.004,-0.703,0.926,1.112,0.759,3.466,3.958,2.905
221928,0.487,9.696,9.773,9.640,0.196,0.291,0.084,0.000,0.016,0.000,0.005,0.221,0.000,-9.509,-9.379,-9.652,-0.625,-0.385,-0.918,0.200,0.271,0.105,2.935,3.607,2.090
221958,0.498,9.553,9.633,9.476,-0.231,-0.081,-0.408,0.001,0.019,0.000,0.015,0.200,0.001,-9.795,-9.579,-10.015,-0.984,-0.725,-1.294,0.275,0.370,0.176,3.832,4.368,3.253
221959,0.627,9.549,9.620,9.438,-0.100,0.067,-0.261,0.002,0.028,0.000,0.040,0.324,0.003,-9.648,-9.389,-9.838,-1.223,-0.918,-1.548,0.138,0.233,0.059,3.267,3.759,2.358
221970,0.468,9.070,9.150,8.983,-0.835,-0.634,-1.044,0.002,0.023,0.000,0.027,0.285,0.002,-9.910,-9.679,-10.136,-1.250,-0.946,-1.597,0.209,0.320,0.103,4.014,4.686,3.228
221973,0.351,9.031,9.086,8.976,-1.171,-0.986,-1.353,0.000,0.005,0.000,0.006,0.067,0.001,-10.203,-10.000,-10.397,-0.855,-0.654,-1.104,0.214,0.319,0.120,5.182,5.803,4.521
222007,0.515,9.272,9.363,9.159,-1.110,-0.688,-1.560,0.002,0.050,0.000,0.021,0.369,0.001,-10.399,-9.870,-10.871,-0.972,-0.586,-1.360,0.457,0.613,0.300,4.298,4.972,3.357
222026,0.298,8.663,8.730,8.576,-1.528,-1.262,-1.810,0.001,0.017,0.000,0.014,0.215,0.001,-10.192,-9.881,-10.498,-1.478,-1.193,-1.752,0.230,0.330,0.124,5.029,5.759,4.104
222035,0.530,9.238,9.271,9.202,1.074,1.128,1.013,0.001,0.003,0.000,0.011,0.029,0.004,-8.165,-8.085,-8.248,-0.847,-0.781,-0.903,0.467,0.515,0.418,1.096,1.497,0.594
222073,0.428,9.165,9.239,9.081,-1.379,-0.789,-2.207,0.001,0.024,0.000,0.013,0.248,0.001,-10.538,-9.898,-11.409,-1.200,-0.840,-1.575,0.455,0.626,0.253,5.060,5.895,4.206
222078,0.611,9.972,10.032,9.920,0.075,0.260,-0.089,0.001,0.007,0.000,0.007,0.050,0.001,-9.900,-9.667,-10.116,-0.294,0.001,-0.544,0.798,0.960,0.625,4.208,4.878,3.679
222090,0.320,8.765,8.837,8.690,-0.817,-0.690,-0.951,0.001,0.009,0.000,0.008,0.097,0.001,-9.585,-9.428,-9.744,-0.727,-0.509,-1.024,0.192,0.284,0.114,4.431,5.175,3.647
222093,0.437,9.006,9.077,8.937,-0.740,-0.609,-0.875,0.001,0.009,0.000,0.007,0.108,0.001,-9.749,-9.587,-9.908,-0.790,-0.537,-1.113,0.247,0.364,0.139,4.317,4.930,3.675
222096,0.374,9.330,9.404,9.263,-0.764,-0.618,-0.914,0.001,0.012,0.000,0.010,0.150,0.001,-10.100,-9.945,-10.263,-0.709,-0.415,-1.013,0.339,0.456,0.207,4.545,5.242,3.853
222122,0.482,10.552,10.590,10.515,0.882,0.984,0.780,0.095,0.137,0.064,0.433,0.515,0.356,-9.669,-9.543,-9.797,-0.135,0.010,-0.331,0.596,0.672,0.528,4.252,4.619,3.872
222125,0.436,9.666,9.732,9.646,-3.545,-2.667,-5.529,0.000,0.001,0.000,0.003,0.016,0.001,-13.216,-12.346,-15.220,-1.963,-1.940,-1.975,0.284,0.305,0.232,6.224,7.851,5.755
222142,0.197,8.522,8.564,8.469,-2.906,-2.364,-3.909,0.000,0.004,0.000,0.004,0.047,0.000,-11.423,-10.864,-12.447,-1.837,-1.650,-1.934,0.525,0.612,0.446,6.581,7.205,5.768
222212,0.662,9.491,9.591,9.356,0.267,0.501,0.090,0.001,0.008,0.000,0.012,0.071,0.001,-9.214,-8.973,-9.418,-0.681,-0.286,-0.970,0.527,0.639,0.382,2.857,3.446,1.917
222229,0.602,9.706,9.841,9.541,0.092,0.390,-0.156,0.001,0.009,0.000,0.008,0.101,0.001,-9.610,-9.240,-9.927,-0.500,-0.086,-1.095,0.259,0.470,0.100,3.906,4.573,3.097
222251,0.539,11.174,11.197,11.153,-1.439,-0.922,-3.186,0.001,0.005,0.000,0.024,0.076,0.006,-12.613,-12.103,-14.348,-0.068,-0.024,-0.136,0.214,0.268,0.172,6.228,6.675,5.917
222260,0.207,9.325,9.362,9.286,-0.939,-0.787,-1.097,0.002,0.016,0.000,0.049,0.290,0.003,-10.268,-10.098,-10.432,-0.366,-0.246,-0.491,0.064,0.138,0.023,5.806,6.431,5.180
222377,0.693,10.980,11.016,10.955,-0.808,-0.442,-1.656,0.000,0.002,0.000,0.004,0.031,0.001,-11.792,-11.409,-12.644,-0.302,-0.145,-0.466,0.298,0.389,0.218,4.843,5.544,4.562
222387,0.710,9.165,9.327,8.940,-0.072,0.141,-0.327,0.001,0.014,0.000,0.007,0.107,0.000,-9.224,-8.820,-9.639,-0.197,0.071,-0.723,0.568,0.768,0.417,2.864,3.624,1.773
222417,0.586,9.562,9.648,9.485,0.017,0.141,-0.135,0.002,0.009,0.000,0.026,0.147,0.005,-9.559,-9.368,-9.757,-0.399,-0.208,-0.662,0.095,0.157,0.048,2.533,3.328,1.645
222467,0.221,8.764,8.789,8.725,-3.414,-2.756,-4.840,0.000,0.002,0.000,0.002,0.017,0.000,-12.176,-11.511,-13.600,-1.939,-1.882,-1.967,0.898,0.957,0.851,6.675,7.204,6.075
222472,0.518,9.862,9.936,9.769,0.412,0.535,0.284,0.005,0.015,0.001,0.068,0.200,0.008,-9.458,-9.273,-9.627,-0.877,-0.711,-1.104,0.236,0.320,0.135,2.905,3.707,2.037
222496,0.301,10.244,10.267,10.223,-1.669,-1.353,-2.218,0.000,0.001,0.000,0.005,0.027,0.001,-11.909,-11.601,-12.452,-0.301,-0.215,-0.398,0.101,0.170,0.043,6.345,6.855,5.970
222533,0.749,10.563,10.661,10.513,1.404,1.491,1.208,0.002,0.014,0.000,0.015,0.076,0.002,-9.170,-9.033,-9.448,-0.273,-0.182,-0.362,0.878,0.938,0.715,3.956,4.587,3.453
222576,0.465,9.738,9.823,9.622,0.207,0.338,0.060,0.001,0.008,0.000,0.013,0.091,0.002,-9.546,-9.341,-9.700,-1.130,-0.780,-1.486,0.365,0.469,0.230,3.541,3.951,2.646
222646,0.761,9.447,9.516,9.372,-0.162,0.014,-0.336,0.000,0.009,0.000,0.006,0.102,0.001,-9.614,-9.406,-9.792,-0.921,-0.658,-1.266,0.219,0.356,0.098,3.337,3.803,2.891
222656,0.505,9.487,9.617,9.323,0.330,0.449,0.219,0.001,0.006,0.000,0.014,0.143,0.002,-9.167,-8.901,-9.362,-0.643,-0.384,-0.990,0.037,0.088,0.012,3.644,4.330,2.662
222659,0.216,8.907,8.952,8.852,-2.389,-1.931,-3.098,0.001,0.009,0.000,0.012,0.132,0.001,-11.296,-10.823,-12.016,-0.739,-0.546,-0.976,0.235,0.370,0.114,6.584,7.179,5.944
222685,0.623,9.281,9.371,9.188,-0.253,-0.064,-0.434,0.001,0.015,0.000,0.016,0.204,0.001,-9.549,-9.307,-9.752,-0.965,-0.699,-1.302,0.211,0.344,0.097,3.039,3.616,2.277
222698,0.758,10.783,10.805,10.765,-1.082,-0.714,-1.761,0.001,0.006,0.000,0.017,0.110,0.002,-11.868,-11.493,-12.544,-0.262,-0.130,-0.404,0.175,0.253,0.105,4.444,4.825,4.198
222711,0.302,8.944,9.002,8.903,-2.358,-1.807,-3.381,0.000,0.004,0.000,0.007,0.055,0.001,-11.321,-10.731,-12.358,-1.877,-1.739,-1.948,0.374,0.458,0.287,6.128,7.302,5.508
222719,0.640,9.391,9.466,9.288,-0.186,-0.010,-0.342,0.001,0.004,0.000,0.012,0.083,0.001,-9.571,-9.351,-9.758,-1.245,-0.972,-1.531,0.089,0.174,0.034,3.255,3.774,2.603
222723,0.572,11.242,11.271,11.201,1.604,1.818,1.548,0.375,0.411,0.339,0.714,0.733,0.695,-9.627,-9.406,-9.715,-0.052,0.052,-0.151,0.553,0.607,0.491,4.771,5.233,4.322
222724,0.531,10.899,10.927,10.870,0.468,0.714,0.212,0.000,0.001,0.000,0.005,0.017,0.002,-10.440,-10.175,-10.692,-0.205,-0.014,-0.412,0.417,0.561,0.253,5.096,5.381,4.777
222734,0.454,9.244,9.289,9.197,-0.476,-0.353,-0.590,0.006,0.046,0.000,0.085,0.413,0.007,-9.718,-9.587,-9.848,-0.549,-0.405,-0.714,0.099,0.182,0.040,4.802,5.283,4.259
222741,0.516,10.620,10.656,10.584,-1.426,-0.737,-2.920,0.108,0.282,0.070,0.684,0.791,0.562,-12.054,-11.344,-13.532,0.000,0.121,-0.325,0.215,0.284,0.158,3.775,4.369,3.253
222782,0.515,10.190,10.216,10.167,-1.660,-1.117,-2.861,0.001,0.007,0.000,0.011,0.107,0.001,-11.850,-11.312,-13.051,-0.574,-0.408,-0.755,0.267,0.374,0.157,5.563,6.067,5.204
222807,0.170,9.021,9.129,8.992,-3.939,-3.170,-5.826,0.000,0.001,0.000,0.002,0.009,0.000,-12.985,-12.207,-14.876,-1.958,-1.928,-1.973,0.499,0.527,0.440,7.706,10.575,6.928
222811,0.333,9.963,9.999,9.853,-1.817,-1.353,-3.381,0.003,0.013,0.000,0.046,0.189,0.004,-11.759,-11.273,-13.311,-0.600,-0.432,-0.760,0.299,0.393,0.205,8.944,9.263,6.431
222872,0.325,9.294,9.346,9.251,-0.542,-0.406,-0.677,0.000,0.001,0.000,0.002,0.012,0.000,-9.838,-9.680,-10.000,-0.563,-0.423,-0.775,0.291,0.374,0.228,5.474,6.098,4.946
222878,0.214,9.063,9.103,9.015,-2.687,-2.113,-3.742,0.001,0.015,0.000,0.019,0.214,0.001,-11.748,-11.168,-12.819,-0.904,-0.753,-1.089,0.276,0.382,0.183,6.736,7.433,6.074
222892,0.338,9.273,9.318,9.234,-0.865,-0.734,-0.990,0.000,0.003,0.000,0.007,0.051,0.001,-10.137,-10.003,-10.276,-0.775,-0.618,-0.980,0.146,0.226,0.078,5.167,5.761,4.666
222907,0.646,9.810,9.859,9.765,-0.173,0.038,-0.375,0.001,0.009,0.000,0.015,0.104,0.001,-9.989,-9.743,-10.232,-0.391,-0.193,-0.608,0.346,0.514,0.176,4.416,4.976,3.968
222915,0.590,9.675,9.742,9.599,0.155,0.317,0.001,0.004,0.023,0.000,0.040,0.219,0.003,-9.516,-9.321,-9.699,-0.788,-0.521,-1.169,0.234,0.382,0.105,4.425,4.930,3.882
222927,0.510,9.570,9.644,9.482,-2.352,-1.719,-3.377,0.866,1.055,0.210,0.947,0.962,0.902,-11.932,-11.255,-12.966,-1.289,-0.610,-1.598,0.166,0.240,0.078,5.387,6.758,4.156
222929,0.592,9.878,9.933,9.828,-0.647,-0.457,-0.949,0.002,0.042,0.000,0.018,0.301,0.001,-10.535,-10.332,-10.836,-0.552,-0.240,-0.853,0.584,0.731,0.425,4.120,4.573,3.574
222975,0.701,10.722,10.773,10.680,1.006,1.141,0.882,0.000,0.002,0.000,0.005,0.018,0.001,-9.725,-9.551,-9.873,-0.165,-0.051,-0.312,0.407,0.515,0.288,3.725,4.187,3.376
222981,0.667,9.785,9.882,9.713,0.238,0.636,0.015,0.001,0.004,0.000,0.007,0.042,0.001,-9.539,-9.190,-9.799,-1.042,-0.756,-1.346,0.397,0.587,0.263,3.350,4.205,2.794
222983,0.730,10.941,10.977,10.912,0.828,0.998,0.693,0.001,0.003,0.000,0.006,0.036,0.001,-10.116,-9.921,-10.270,0.020,0.118,-0.144,0.391,0.493,0.310,3.915,4.354,3.602
223006,0.606,9.343,9.416,9.269,-0.142,0.032,-0.344,0.011,0.146,0.000,0.132,0.682,0.004,-9.493,-9.302,-9.706,-0.568,-0.077,-0.980,0.240,0.432,0.081,3.167,3.734,2.455
223047,0.703,9.357,9.472,9.235,0.487,0.742,0.243,0.013,0.088,0.000,0.100,0.447,0.001,-8.858,-8.562,-9.164,-0.891,-0.544,-1.207,0.561,0.779,0.272,2.143,2.990,1.368
223048,0.343,10.074,10.092,10.059,-3.025,-2.110,-5.265,0.000,0.002,0.000,0.004,0.032,0.001,-13.100,-12.179,-15.356,-1.952,-1.914,-1.971,0.247,0.263,0.232,6.321,6.749,5.980
223072,0.516,9.730,9.808,9.590,0.014,0.232,-0.121,0.001,0.014,0.000,0.012,0.112,0.001,-9.730,-9.381,-9.896,-0.907,-0.208,-1.269,0.606,0.760,0.421,3.923,4.377,3.369
223088,0.604,9.422,9.489,9.352,-1.567,-0.942,-2.571,0.000,0.005,0.000,0.005,0.066,0.001,-10.984,-10.316,-12.006,-0.920,-0.553,-1.364,0.448,0.681,0.202,4.625,5.340,3.895
223093,0.628,10.652,10.688,10.617,0.497,0.686,0.335,0.000,0.003,0.000,0.004,0.033,0.001,-10.156,-9.945,-10.337,-0.114,0.042,-0.292,0.437,0.557,0.332,4.421,4.822,4.077
223117,0.403,9.235,9.282,9.188,-1.120,-0.484,-1.268,0.156,0.242,0.009,0.805,0.896,0.086,-10.338,-9.767,-10.509,-1.179,-0.959,-1.724,0.072,0.578,0.018,5.191,5.761,4.438
223146,0.726,9.330,9.432,9.190,-0.041,0.188,-0.251,0.010,0.103,0.000,0.120,0.615,0.003,-9.385,-9.054,-9.628,-0.880,-0.664,-1.179,0.264,0.443,0.114,2.954,3.627,1.869
223160,0.515,10.649,10.680,10.616,1.022,1.112,0.926,0.174,0.256,0.079,0.603,0.685,0.459,-9.628,-9.517,-9.740,0.031,0.126,-0.111,0.260,0.315,0.213,4.029,4.465,3.646
223165,0.345,9.140,9.191,9.091,-0.730,-0.598,-0.841,0.000,0.002,0.000,0.015,0.082,0.003,-9.869,-9.732,-9.985,-1.401,-1.216,-1.596,0.008,0.018,0.002,5.094,5.703,4.592
223176,0.752,9.939,10.022,9.846,0.898,1.077,0.731,0.000,0.001,0.000,0.002,0.010,0.000,-9.049,-8.837,-9.227,-0.050,0.121,-0.362,0.627,0.813,0.537,2.841,3.797,2.302
223216,0.351,8.965,9.000,8.908,-2.514,-1.928,-3.648,0.000,0.002,0.000,0.004,0.035,0.001,-11.477,-10.860,-12.618,-1.927,-1.852,-1.964,0.374,0.471,0.307,5.733,6.341,4.922
223232,0.699,10.711,10.742,10.677,1.211,1.297,1.123,0.021,0.037,0.008,0.142,0.221,0.069,-9.498,-9.399,-9.598,0.144,0.174,0.099,0.969,1.036,0.896,3.800,4.131,3.533
223239,0.758,9.474,9.599,9.354,0.374,0.474,0.250,0.001,0.017,0.000,0.015,0.206,0.001,-9.107,-8.942,-9.253,-1.022,-0.769,-1.408,0.112,0.193,0.034,2.524,3.394,1.816
